gene,g4,g5,g6,g8,g9,g11,g13,g16,g17,g19
group_4676,1,1,1,1,1,1,1,1,1,0
group_4677,0,0,0,0,0,0,0,1,1,0
group_4678,1,1,1,1,1,1,1,1,1,0
group_4679,0,0,0,0,0,0,0,1,1,0
group_468,0,0,0,0,0,0,1,0,0,0
group_4680,1,1,0,0,0,0,0,0,0,0
group_4681,1,1,0,1,0,0,0,0,0,0
group_4682,1,1,1,1,1,1,1,1,1,1
group_4683,1,1,1,1,1,1,1,1,1,1
group_4684,1,1,1,1,1,1,1,1,1,1
group_4685,1,1,1,1,1,1,1,1,1,1
group_4686,1,1,1,1,1,1,1,1,1,1
group_4687,1,1,1,1,1,1,1,1,1,1
group_4688,1,1,1,1,1,1,1,1,1,1
group_4689,1,1,1,1,1,1,1,1,1,1
group_469,0,0,0,0,0,0,1,0,0,0
group_4690,1,1,1,1,1,1,1,1,1,1
group_4691,1,1,1,1,1,1,1,1,1,1
group_4692,1,1,1,1,1,1,1,1,1,1
group_4693,1,1,1,1,1,1,1,1,1,1
group_4694,1,1,1,1,1,1,1,1,1,1
group_4695,0,0,0,1,1,0,0,0,0,0
group_4696,1,1,0,1,1,0,0,0,0,0
group_4697,1,1,0,1,1,0,1,0,0,0
group_4698,1,1,0,1,1,0,0,1,1,1
group_4699,1,1,0,1,1,0,1,1,1,1
group_47,0,0,0,0,0,0,0,1,1,0
group_470,0,0,0,0,0,0,0,1,1,0
group_4700,1,1,1,1,1,1,1,0,0,0
group_4701,1,1,1,1,1,1,1,1,1,1
group_4702,1,1,1,1,1,1,1,0,0,0
group_4703,1,1,1,1,0,0,1,0,0,0
group_4704,1,1,1,1,0,0,1,0,0,1
group_4705,0,0,1,1,0,0,0,0,0,0
group_4706,1,0,1,1,0,0,0,0,0,0
group_4707,1,1,1,1,1,0,1,1,1,1
group_4708,0,0,1,1,0,1,1,0,0,0
group_4709,1,1,1,1,0,0,1,0,0,1
group_471,1,1,1,1,1,1,1,1,1,1
group_4710,1,1,0,0,0,0,0,0,0,0
group_4711,1,1,1,1,0,0,0,0,0,0
group_4712,1,1,1,1,0,0,0,0,0,0
group_4713,1,1,1,1,0,0,0,0,0,0
group_4714,1,1,1,1,0,0,0,0,0,0
group_4715,1,1,1,1,0,0,0,0,0,0
group_4716,1,1,1,1,0,0,0,0,0,0
group_4717,1,1,1,1,0,0,0,0,0,0
group_4718,1,1,1,1,0,0,0,0,0,0
group_4719,1,1,1,1,1,1,1,1,1,1
group_472,1,1,1,1,1,1,1,1,1,1
group_4720,1,1,1,1,1,1,1,1,1,1
group_4721,1,1,0,1,0,1,1,0,0,1
group_4722,1,1,0,1,0,1,1,0,0,1
group_4723,1,1,0,1,0,1,1,0,0,1
group_4724,1,1,0,1,0,1,1,0,0,1
group_4725,1,1,0,1,0,1,1,0,0,1
group_4726,1,1,0,1,0,1,1,0,0,1
group_4727,1,1,0,1,0,1,1,0,0,1
group_4728,1,1,0,1,0,1,1,0,0,0
group_4729,1,1,0,1,0,1,1,0,0,1
group_473,0,0,0,0,1,0,0,0,0,0
group_4730,1,1,1,1,1,1,1,1,1,1
group_4731,0,0,0,0,0,0,0,1,1,1
group_4732,1,1,1,1,1,1,1,1,1,1
group_4733,1,1,1,1,1,1,1,1,1,1
group_4734,0,0,0,0,0,0,0,1,1,1
group_4735,0,0,0,0,0,0,0,1,1,0
group_4736,1,1,1,1,1,1,1,1,1,1
group_4737,0,0,1,0,1,1,1,1,1,1
group_4738,1,1,1,1,1,1,1,1,1,1
group_4739,0,0,0,0,0,0,0,1,1,0
group_474,0,0,0,0,0,1,1,0,0,1
group_4740,1,1,1,1,1,1,1,1,1,1
group_4741,1,1,1,1,1,1,1,1,1,1
group_4742,0,0,0,0,0,1,1,0,0,0
group_4743,1,1,1,1,1,1,1,1,1,1
group_4744,0,0,1,0,1,1,1,1,1,1
group_4745,1,1,0,1,0,1,1,1,1,0
group_4746,1,0,1,1,0,0,0,1,1,0
group_4747,0,0,0,0,0,0,0,1,1,0
group_4748,0,0,0,0,0,0,0,1,1,0
group_4749,1,1,0,0,0,1,1,1,1,0
group_475,1,1,1,1,1,1,1,1,1,1
group_4750,1,1,1,1,1,0,1,1,1,0
group_4751,1,1,1,1,0,0,1,1,1,0
group_4752,1,1,1,1,1,0,1,1,1,0
group_4753,0,0,0,0,0,0,0,1,1,0
group_4754,0,0,0,0,0,0,0,1,1,0
group_4755,0,0,0,0,0,0,0,1,1,0
group_4756,1,1,0,1,0,0,1,1,1,0
group_4757,0,0,0,0,0,0,0,1,1,0
group_4758,1,1,0,1,1,0,0,1,1,1
group_4759,1,1,0,1,0,0,0,0,0,1
group_476,1,1,1,1,1,1,1,1,1,1
group_4760,1,1,0,1,1,1,1,0,0,1
group_4761,1,1,0,1,1,0,0,1,1,1
group_4762,1,1,1,1,1,1,1,1,1,1
group_4763,1,1,1,1,1,0,0,0,0,0
group_4764,1,1,0,1,1,1,0,1,1,1
group_4765,1,1,1,1,1,1,1,1,1,1
group_4766,0,0,0,0,1,0,0,0,0,1
group_4767,1,1,1,1,1,0,0,0,0,0
group_4768,0,0,0,0,1,0,1,1,1,1
group_4769,0,0,1,0,0,1,1,0,0,0
group_477,1,1,0,1,1,0,1,1,1,1
group_4770,1,1,1,1,1,1,1,1,1,1
group_4771,1,1,1,1,0,0,0,0,0,0
group_4772,1,1,0,1,1,1,1,0,0,0
group_4773,1,1,1,1,1,1,1,1,1,1
group_4774,1,1,1,1,0,0,0,0,0,0
group_4775,1,1,1,1,1,1,1,1,1,1
group_4776,0,0,0,0,0,1,0,1,1,1
group_4777,0,0,0,0,0,0,0,1,1,0
group_4778,0,0,0,0,0,0,0,1,1,0
group_4779,1,1,1,1,1,1,1,1,1,1
group_478,1,1,1,1,1,1,1,1,1,1
group_4780,1,1,1,1,1,1,1,1,1,1
group_4781,0,0,0,0,0,0,0,1,1,1
group_4782,1,1,1,1,1,1,1,1,1,1
group_4783,1,1,1,1,1,1,1,1,1,1
group_4784,1,1,1,1,1,1,1,1,1,1
group_4785,1,1,1,1,1,1,1,1,1,1
group_4786,1,1,1,1,0,0,0,0,0,0
group_4787,1,1,1,1,0,0,0,0,0,0
group_4788,1,1,1,1,0,0,0,0,0,0
group_4789,1,1,1,1,0,0,0,0,0,0
group_479,1,1,1,1,1,1,1,1,1,1
group_4790,1,1,0,1,0,0,0,0,0,0
group_4791,1,1,1,1,0,0,0,0,0,0
group_4792,1,1,1,1,0,0,0,0,0,0
group_4793,1,1,1,1,0,0,0,0,0,0
group_4794,1,1,1,1,0,0,0,0,0,0
group_4795,1,1,1,1,0,0,0,0,0,0
group_4796,1,1,1,1,0,0,0,0,0,0
group_4797,1,1,1,1,0,0,0,0,0,0
group_4798,1,1,1,1,0,0,0,0,0,0
group_4799,0,0,1,1,0,0,0,0,0,0
group_48,1,1,1,1,1,1,1,1,1,1
group_480,1,1,1,1,1,1,1,1,1,1
group_4800,1,1,1,1,0,0,0,0,0,0
group_4801,0,0,0,0,0,0,0,1,1,0
group_4802,1,1,0,0,0,0,0,1,1,0
group_4803,1,1,0,0,1,0,0,1,1,0
group_4804,0,0,0,1,1,1,1,1,1,1
group_4805,1,1,0,0,1,0,0,1,1,0
group_4806,0,0,0,1,1,1,1,1,1,1
group_4807,0,0,0,1,1,1,1,1,1,1
group_4808,0,0,0,1,1,1,1,1,1,1
group_4809,1,1,0,1,1,0,0,1,1,0
group_481,0,0,0,0,0,1,1,0,0,0
group_4810,1,1,0,1,0,0,0,1,1,0
group_4811,1,1,0,1,0,0,0,1,1,0
group_4812,1,1,1,1,0,0,0,0,0,0
group_4813,1,1,0,1,0,0,0,0,0,0
group_4814,1,1,0,1,0,0,0,0,0,0
group_4815,1,1,1,0,0,1,1,1,1,0
group_4816,1,1,0,1,0,0,0,0,0,0
group_4817,1,1,0,0,1,0,0,1,1,0
group_4818,1,1,1,1,1,0,0,1,1,1
group_4819,1,1,0,1,0,0,0,0,0,0
group_482,0,0,0,0,0,1,1,1,1,0
group_4820,1,1,1,1,1,0,0,1,1,0
group_4821,1,1,1,1,1,1,1,1,1,1
group_4822,1,1,1,1,0,1,1,1,1,0
group_4823,1,1,0,1,0,0,0,0,0,0
group_4824,1,1,0,0,0,0,0,0,0,0
group_4825,1,1,1,1,0,0,0,0,0,0
group_4826,1,1,0,0,0,0,0,0,0,0
group_4827,1,1,1,1,0,0,0,1,1,0
group_4828,1,1,1,1,1,1,1,1,1,0
group_4829,1,1,0,0,0,0,0,0,0,0
group_483,0,0,0,0,0,0,0,1,1,0
group_4830,1,1,0,1,0,0,0,0,0,0
group_4831,1,1,1,1,1,0,0,0,0,0
group_4832,1,1,1,1,1,1,1,1,1,1
group_4833,1,1,0,0,0,0,0,0,0,0
group_4834,1,0,0,1,0,0,0,1,1,0
group_4835,1,1,1,1,1,0,0,1,1,1
group_4836,0,0,1,1,0,0,0,0,0,1
group_4837,1,1,1,1,0,0,0,0,0,0
group_4838,1,1,1,1,0,0,0,0,0,0
group_4839,1,1,1,1,0,0,0,0,0,0
group_484,0,0,0,0,0,0,0,0,0,1
group_4840,1,1,1,1,0,0,0,0,0,0
group_4841,1,1,1,1,0,0,0,0,0,0
group_4842,1,1,0,0,0,0,0,0,0,0
group_4843,0,0,1,0,0,1,1,0,0,0
group_4844,1,1,1,1,0,0,0,0,0,0
group_4845,0,0,1,0,0,1,0,0,0,0
group_4846,1,1,1,1,0,0,0,0,0,0
group_4847,1,1,1,1,0,0,0,0,0,0
group_4848,1,1,1,1,0,0,0,0,0,0
group_4849,1,1,1,1,0,0,0,0,0,0
group_485,1,1,1,1,1,1,1,1,1,1
group_4850,1,1,1,1,0,0,0,0,0,0
group_4851,1,1,1,1,0,0,0,0,0,0
group_4852,1,1,1,1,0,0,0,0,0,0
group_4853,1,1,1,1,0,0,0,0,0,0
group_4854,0,0,0,0,0,0,0,1,1,0
group_4855,0,0,1,0,0,1,1,1,1,0
group_4856,0,0,1,0,0,1,1,1,1,0
group_4857,1,1,1,1,0,0,0,0,0,0
group_4858,1,1,1,1,0,0,0,0,0,0
group_4859,0,0,0,1,1,1,1,1,1,1
group_486,1,1,1,1,1,1,1,1,1,1
group_4860,1,1,1,1,0,0,0,0,0,0
group_4861,0,0,0,1,0,0,0,0,0,0
group_4862,1,1,1,1,0,0,0,0,0,0
group_4863,0,0,1,0,0,1,0,0,0,0
group_4864,1,1,1,1,0,0,0,0,0,0
group_4865,1,1,0,0,0,0,0,1,1,0
group_4866,1,1,0,1,0,0,0,0,0,0
group_4867,1,1,0,0,0,0,0,0,0,0
group_4868,1,1,0,1,0,0,0,0,0,0
group_4869,1,1,1,1,0,0,0,0,0,0
group_487,0,0,0,0,0,0,1,0,0,0
group_4870,1,1,0,1,0,0,0,0,0,0
group_4871,1,1,1,1,0,0,0,0,0,0
group_4872,1,1,0,1,0,0,0,0,0,0
group_4873,1,1,1,1,0,0,0,0,0,0
group_4874,1,1,1,1,0,0,0,0,0,0
group_4875,1,1,0,1,0,0,0,0,0,0
group_4876,1,1,1,1,0,0,0,0,0,0
group_4877,1,1,1,1,0,0,0,0,0,0
group_4878,0,0,1,0,0,0,1,0,0,0
group_4879,0,0,1,1,0,0,1,0,0,0
group_488,1,1,1,1,1,1,1,1,1,1
group_4880,1,1,1,1,0,0,1,0,0,0
group_4881,1,1,0,1,1,0,0,1,1,1
group_4882,0,0,0,0,0,0,0,1,1,1
group_4883,1,1,0,1,1,0,0,1,1,1
group_4884,1,1,1,1,1,1,1,1,1,1
group_4885,0,0,1,0,0,1,1,1,1,1
group_4886,1,1,0,1,0,0,0,0,0,1
group_4887,1,1,0,1,0,1,1,0,0,0
group_4888,0,0,0,1,0,0,0,0,0,1
group_4889,1,1,0,1,1,0,0,1,1,1
group_489,1,1,1,1,1,1,1,1,1,1
group_4890,1,1,1,1,0,0,0,1,1,0
group_4891,1,1,1,1,0,1,1,1,1,1
group_4892,1,1,0,1,1,0,0,0,0,0
group_4893,1,1,0,0,0,0,0,0,0,0
group_4894,1,1,0,0,0,0,0,0,0,0
group_4895,1,1,0,0,0,0,0,0,0,0
group_4896,1,1,0,1,0,0,0,0,0,0
group_4897,1,1,1,1,1,1,1,1,1,1
group_4898,1,1,1,1,1,1,1,1,1,1
group_4899,0,0,0,0,0,0,1,1,1,0
group_49,1,1,1,1,1,1,1,1,1,1
group_490,1,1,1,1,1,1,1,1,1,1
group_4900,1,1,0,1,1,0,0,0,1,0
group_4901,1,1,0,1,1,0,0,0,1,1
group_4902,1,1,0,1,1,0,0,0,1,1
group_4903,1,1,0,1,1,0,0,0,1,1
group_4904,1,1,0,1,1,0,0,0,1,0
group_4905,0,0,0,0,1,0,0,0,0,1
group_4906,0,0,0,0,0,0,0,1,1,0
group_4907,0,0,0,0,0,0,0,1,1,0
group_4908,0,0,0,0,0,0,0,1,1,0
group_4909,1,1,0,1,1,1,1,0,1,1
group_491,1,1,0,1,1,0,0,0,0,1
group_4910,1,1,0,1,1,1,1,0,1,1
group_4911,0,0,0,0,0,1,1,0,0,1
group_4912,1,1,0,1,1,0,0,0,1,1
group_4913,1,1,0,1,1,0,0,0,1,0
group_4914,1,1,0,1,1,0,0,0,1,0
group_4915,1,1,0,1,0,1,1,0,0,0
group_4916,1,1,1,1,1,1,1,1,1,1
group_4917,1,1,1,0,0,0,0,0,0,0
group_4918,1,1,1,1,0,1,0,0,0,1
group_4919,1,1,0,1,0,0,0,1,1,0
group_492,1,1,0,1,1,0,0,1,1,0
group_4920,1,1,0,1,0,0,0,1,1,0
group_4921,1,1,0,1,0,0,0,1,1,0
group_4922,1,1,0,1,0,0,0,1,1,0
group_4923,0,0,0,0,0,1,1,0,0,0
group_4924,0,0,0,1,0,0,0,0,0,0
group_4925,0,0,0,1,0,0,0,0,0,0
group_4926,0,0,0,1,0,0,0,0,0,0
group_4927,0,0,0,0,0,1,1,0,0,0
group_4928,0,0,1,0,0,1,1,0,0,0
group_4929,0,0,0,0,0,1,1,0,0,0
group_493,1,1,1,1,1,1,1,1,1,1
group_4930,0,0,1,0,0,1,1,0,0,0
group_4931,0,0,1,0,0,1,1,0,0,0
group_4932,0,0,1,0,0,0,1,0,0,0
group_4933,0,0,1,0,0,1,1,0,0,0
group_4934,0,0,1,0,0,1,1,0,0,0
group_4935,0,0,1,0,0,0,1,0,0,0
group_4936,0,0,1,0,0,1,1,0,0,0
group_4937,0,0,0,0,0,1,1,0,0,0
group_4938,0,0,0,0,0,1,1,0,0,0
group_4939,0,0,1,0,0,1,1,0,0,0
group_494,1,1,0,1,1,0,0,1,1,1
group_4940,0,0,0,0,0,1,1,0,0,0
group_4941,0,0,0,0,0,1,1,0,0,0
group_4942,0,0,1,0,0,1,1,0,0,0
group_4943,0,0,0,0,0,1,1,0,0,0
group_4944,0,0,0,0,0,1,1,0,0,0
group_4945,0,0,1,0,0,1,1,0,0,0
group_4946,0,0,1,0,0,1,1,0,0,0
group_4947,0,0,1,0,0,1,1,0,0,0
group_4948,0,0,0,0,0,1,1,0,0,0
group_4949,0,0,0,0,0,0,0,1,1,0
group_495,1,1,0,1,0,0,0,0,0,0
group_4950,0,0,1,0,0,1,1,1,1,0
group_4951,0,0,1,0,0,0,1,1,1,0
group_4952,0,0,0,0,0,1,1,0,0,0
group_4953,0,0,1,0,0,1,1,1,1,0
group_4954,0,0,0,0,0,1,1,0,0,0
group_4955,0,0,1,0,0,1,1,0,0,0
group_4956,0,0,1,0,0,1,1,0,0,0
group_4957,0,0,1,0,0,1,0,0,0,0
group_4958,0,0,0,0,1,1,0,0,0,0
group_4959,0,0,1,0,0,1,0,0,0,0
group_496,1,1,1,1,1,1,1,1,1,1
group_4960,0,0,0,0,1,1,0,0,0,0
group_4961,0,0,1,0,0,1,0,0,0,0
group_4962,0,0,1,0,0,1,0,0,0,0
group_4963,0,0,1,0,0,0,1,0,0,0
group_4964,0,0,1,0,0,0,0,1,1,0
group_4965,0,0,1,0,0,1,0,0,0,1
group_4966,0,0,1,0,0,0,0,1,1,1
group_4967,0,0,1,0,0,1,1,0,0,0
group_4968,0,0,1,0,0,1,0,0,0,0
group_4969,0,0,1,0,0,1,1,0,0,0
group_497,1,1,1,1,1,1,1,1,1,1
group_4970,0,0,1,0,0,1,0,0,0,0
group_4971,0,0,1,0,0,1,0,0,0,0
group_4972,0,0,1,0,0,1,1,0,0,0
group_4973,0,0,0,0,1,1,1,0,0,0
group_4974,0,0,1,0,0,1,1,0,0,0
group_4975,0,0,1,0,0,1,1,0,0,0
group_4976,0,0,0,0,0,1,1,1,1,0
group_4977,0,0,1,0,0,1,1,0,0,0
group_4978,0,0,0,0,0,1,1,1,1,0
group_4979,0,0,1,0,0,1,1,0,0,0
group_498,1,1,1,1,1,1,1,1,1,1
group_4980,0,0,0,0,0,1,1,1,1,0
group_4981,0,0,1,0,0,1,1,1,1,0
group_4982,0,0,0,0,0,1,1,0,0,0
group_4983,0,0,0,1,0,0,1,0,0,0
group_4984,1,1,1,1,1,1,1,1,1,1
group_4985,0,0,0,0,1,0,1,0,0,1
group_4986,0,0,0,0,0,1,1,0,0,0
group_4987,0,0,0,0,0,1,0,1,1,0
group_4988,0,0,0,0,0,1,1,0,0,1
group_4989,0,0,0,0,0,1,1,0,0,0
group_499,0,0,1,0,0,0,0,0,0,0
group_4990,0,0,0,0,0,1,1,0,0,1
group_4991,0,0,0,0,0,1,1,0,0,0
group_4992,0,0,0,0,0,1,1,0,0,0
group_4993,0,0,0,0,0,1,1,0,0,0
group_4994,0,0,0,0,0,1,1,0,0,0
group_4995,0,0,0,0,0,1,1,0,0,0
group_4996,0,0,0,0,0,1,1,1,1,0
group_4997,0,0,0,0,0,1,1,0,0,1
group_4998,0,0,0,0,0,1,1,0,0,0
group_4999,0,0,0,0,0,0,0,1,1,0
group_5,0,0,0,0,0,0,0,0,0,1
group_50,0,0,0,0,0,0,0,1,1,0
group_500,0,0,1,0,0,0,0,0,0,1
group_5000,0,0,0,0,0,0,0,1,1,0
group_5001,0,0,0,0,0,0,0,1,1,0
group_5002,0,0,0,0,0,0,0,1,1,0
group_5003,0,0,0,0,0,0,0,1,1,0
group_5004,0,0,0,0,0,0,0,1,1,0
group_5005,0,0,0,0,0,0,0,1,1,0
group_5006,0,0,0,0,0,0,0,1,1,0
group_5007,0,0,0,0,0,0,0,1,1,0
group_5008,0,0,0,0,0,0,0,1,1,0
group_5009,0,0,0,0,0,0,0,1,1,1
group_501,0,0,0,0,0,0,0,0,0,1
group_5010,0,0,0,0,0,0,0,1,1,1
group_5011,0,0,0,0,0,0,0,1,1,1
group_5012,0,0,0,0,0,0,0,1,1,1
group_5013,0,0,0,0,0,0,0,1,1,1
group_5014,0,0,0,0,0,0,0,1,1,1
group_5015,0,0,0,0,0,0,0,1,1,1
group_5016,0,0,0,0,0,0,0,1,1,1
group_5017,0,0,0,0,0,0,0,1,1,1
group_5018,0,0,0,0,0,0,0,1,1,0
group_5019,0,0,0,0,0,0,0,1,1,1
group_502,1,1,1,1,1,1,1,1,1,1
group_5020,0,0,0,0,0,0,0,1,1,0
group_5021,0,0,0,0,0,0,0,1,1,0
group_5022,0,0,0,0,0,0,0,1,1,0
group_5023,0,0,0,0,0,0,0,1,1,0
group_5024,1,1,1,1,1,1,1,1,1,1
group_5025,1,1,1,1,1,1,1,1,1,1
group_5026,1,1,1,1,1,1,1,1,1,1
group_5027,1,1,1,1,1,1,1,1,1,1
group_5028,1,1,1,1,1,1,1,1,1,1
group_5029,1,1,1,1,1,1,1,1,1,1
group_503,1,1,1,1,0,0,0,0,0,0
group_5030,1,1,1,1,1,1,1,1,1,1
group_5031,1,1,1,1,1,1,1,1,1,1
group_5032,1,1,1,1,1,1,1,1,1,1
group_5033,1,1,1,1,1,1,1,1,1,1
group_5034,1,1,1,1,1,1,1,1,1,1
group_5035,1,1,0,1,1,0,0,1,1,1
group_5036,1,1,1,1,1,1,1,1,1,1
group_5037,1,1,1,1,1,1,1,1,1,1
group_5038,1,1,1,1,1,1,1,1,1,1
group_5039,1,1,1,1,1,1,1,1,1,1
group_504,1,1,1,1,0,0,0,0,0,0
group_5040,1,1,1,1,1,1,1,1,1,1
group_5041,0,0,1,0,0,1,1,0,0,1
group_5042,1,1,1,1,1,1,1,1,1,1
group_5043,1,1,1,1,1,1,1,1,1,1
group_5044,1,1,1,1,1,1,1,1,1,1
group_5045,1,1,1,1,1,1,1,1,1,1
group_5046,1,1,1,1,1,1,1,1,1,1
group_5047,1,1,1,1,1,1,1,1,1,1
group_5048,1,1,1,1,1,1,1,1,1,1
group_5049,1,1,0,0,1,0,0,1,1,0
group_505,1,1,0,1,1,0,0,0,1,0
group_5050,0,0,1,0,0,1,1,0,0,1
group_5051,1,1,1,1,1,1,1,1,1,1
group_5052,1,1,1,1,1,1,1,1,1,1
group_5053,1,1,1,1,1,1,1,1,1,1
group_5054,1,1,1,1,1,1,1,1,1,1
group_5055,1,1,1,1,1,1,1,1,1,1
group_5056,1,1,1,1,1,1,1,1,1,1
group_5057,1,1,1,1,1,0,0,1,1,0
group_5058,1,1,1,1,1,1,1,1,1,1
group_5059,1,1,1,1,1,1,1,1,1,1
group_506,1,1,1,1,1,1,1,1,1,1
group_5060,1,1,1,1,1,1,1,1,1,1
group_5061,1,1,1,1,1,1,1,1,1,1
group_5062,0,0,0,0,0,0,0,1,1,0
group_5063,1,1,1,1,1,1,1,1,1,1
group_5064,1,1,1,1,1,1,1,1,1,1
group_5065,1,1,0,1,1,1,1,1,1,1
group_5066,1,1,0,1,0,0,0,0,0,0
group_5067,0,0,0,0,0,1,0,0,0,1
group_5068,1,1,1,1,1,1,1,1,1,1
group_5069,1,1,1,1,1,1,1,1,1,1
group_507,1,1,1,1,1,1,1,1,1,1
group_5070,1,1,1,1,1,1,1,1,1,1
group_5071,1,1,1,1,1,1,1,1,1,1
group_5072,1,1,1,1,1,1,1,1,1,1
group_5073,1,1,1,1,1,1,1,1,1,1
group_5074,1,1,1,1,1,1,1,1,1,1
group_5075,0,0,0,0,0,1,1,0,0,0
group_5076,1,1,1,1,0,1,0,0,0,0
group_5077,1,1,1,1,1,1,1,0,0,0
group_5078,1,1,1,1,1,1,1,1,1,1
group_5079,1,1,1,1,1,1,1,1,1,1
group_508,0,0,0,0,0,0,1,0,0,0
group_5080,1,1,1,1,1,1,1,1,1,1
group_5081,0,0,0,0,1,0,0,1,1,1
group_5082,1,1,1,1,1,1,1,1,1,1
group_5083,1,1,1,1,1,1,1,1,1,1
group_5084,1,1,1,1,1,1,1,1,1,1
group_5085,1,1,1,1,1,1,1,1,1,1
group_5086,1,1,0,1,1,0,0,1,1,0
group_5087,1,1,1,1,1,1,1,1,1,1
group_5088,1,1,1,1,1,1,1,1,1,1
group_5089,1,1,1,1,1,1,1,1,1,1
group_509,1,1,1,1,1,1,1,1,1,1
group_5090,1,1,1,1,1,1,1,1,1,1
group_5091,1,1,1,1,1,1,1,1,1,1
group_5092,1,1,1,1,1,1,1,1,1,1
group_5093,1,1,1,1,1,1,1,1,1,1
group_5094,1,1,0,0,1,0,0,1,1,1
group_5095,1,1,1,1,1,1,1,1,1,2
group_5096,1,1,1,1,1,1,1,1,1,1
group_5097,1,1,2,1,1,2,1,2,2,1
group_5098,1,1,1,1,1,1,1,1,1,1
group_5099,1,1,2,1,1,1,1,2,1,2
group_51,1,1,0,1,1,0,0,0,0,0
group_510,1,1,1,1,1,1,1,1,1,1
group_5100,1,1,1,1,1,1,1,1,1,1
group_5101,1,1,1,1,1,1,1,1,1,1
group_5102,1,1,1,1,1,1,1,1,1,1
group_5103,1,1,1,1,1,1,1,1,1,1
group_5104,1,1,1,1,1,1,1,1,1,1
group_5105,1,1,1,1,1,1,1,1,1,1
group_5106,1,1,1,1,1,1,1,1,1,1
group_5107,1,1,1,1,1,1,1,1,1,1
group_5108,1,1,1,1,1,1,1,1,1,1
group_5109,0,0,1,0,0,0,0,0,0,0
group_511,1,1,1,1,1,1,1,1,1,1
group_5110,0,0,1,0,0,0,0,0,0,1
group_5111,1,1,1,1,1,1,1,1,1,1
group_5112,1,1,1,1,1,1,1,1,1,1
group_5113,1,1,1,1,1,1,1,1,1,1
group_5114,1,1,1,1,1,1,1,1,1,1
group_5115,1,1,1,1,1,1,1,1,1,1
group_5116,1,1,0,1,1,0,0,1,1,1
group_5117,0,0,0,0,0,0,0,1,1,1
group_5118,1,1,1,1,1,1,1,1,1,1
group_5119,1,1,1,1,1,1,1,1,1,1
group_512,1,1,1,1,0,0,0,0,0,0
group_5120,1,1,1,1,1,1,1,1,1,1
group_5121,1,1,1,1,1,1,1,1,1,1
group_5122,1,1,1,1,1,1,1,1,1,1
group_5123,1,1,1,1,1,1,1,1,1,1
group_5124,1,1,1,1,1,1,1,1,1,1
group_5125,1,1,1,1,1,1,1,1,1,1
group_5126,1,1,1,1,1,1,1,1,1,1
group_5127,0,0,1,0,0,1,1,0,0,0
group_5128,1,1,0,0,1,0,0,0,0,1
group_5129,1,1,1,1,1,1,1,1,1,1
group_513,1,1,1,1,0,0,0,0,0,0
group_5130,1,1,1,1,1,1,1,1,1,1
group_5131,1,1,0,1,1,0,0,1,1,1
group_5132,1,1,1,1,1,1,1,1,1,1
group_5133,1,1,1,1,1,1,1,1,1,1
group_5134,1,1,1,1,1,1,1,1,1,1
group_5135,1,1,1,1,0,0,0,0,0,0
group_5136,0,0,0,0,0,0,0,1,1,0
group_5137,1,1,1,1,1,1,1,1,1,1
group_5138,1,1,1,1,1,1,1,1,1,1
group_5139,1,1,1,1,1,1,1,1,1,1
group_514,1,1,1,1,1,1,1,1,1,1
group_5140,1,1,1,1,1,1,1,1,1,1
group_5141,1,1,0,1,0,0,0,1,1,1
group_5142,1,1,1,1,1,1,1,1,1,1
group_5143,1,1,1,1,1,1,1,1,1,1
group_5144,1,1,1,1,1,2,1,2,2,2
group_5145,1,1,1,1,1,1,1,1,1,1
group_5146,1,1,1,1,1,1,1,1,1,1
group_5147,1,1,1,1,1,1,1,1,1,1
group_5148,1,1,1,1,1,1,1,1,1,1
group_5149,1,1,1,2,1,1,1,2,1,1
group_515,0,0,0,0,0,1,1,0,0,0
group_5150,1,1,1,1,1,1,1,1,1,1
group_5151,1,1,1,1,1,1,1,1,1,1
group_5152,1,1,1,1,1,1,1,1,1,1
group_5153,1,1,1,1,1,1,1,1,1,1
group_5154,1,1,0,1,1,0,0,1,1,1
group_5155,1,1,1,1,1,1,1,1,1,1
group_5156,1,1,1,1,1,1,1,1,1,1
group_5157,1,1,1,1,1,1,1,1,1,1
group_5158,1,1,1,1,1,1,1,1,1,1
group_5159,1,1,1,1,1,1,1,1,1,1
group_516,0,0,0,0,0,0,1,0,0,0
group_5160,1,1,2,1,1,1,1,1,1,1
group_5161,1,1,1,1,1,1,1,1,1,1
group_5162,1,1,1,1,1,1,1,1,1,1
group_5163,0,0,0,0,0,0,0,1,1,0
group_5164,1,1,1,1,1,1,1,1,1,1
group_5165,1,1,1,1,1,1,1,1,1,1
group_5166,1,1,1,1,1,1,1,1,1,1
group_5167,1,1,1,1,1,1,1,1,1,1
group_5168,1,1,1,1,2,1,1,1,1,1
group_5169,1,1,1,1,1,1,1,1,1,1
group_517,0,0,0,0,0,0,0,0,0,1
group_5170,2,1,2,1,1,2,1,2,1,1
group_5171,1,1,1,1,1,1,1,1,2,2
group_5172,1,1,1,1,1,1,1,1,1,1
group_5173,1,1,1,1,1,1,1,1,1,1
group_5174,1,1,1,1,1,1,1,1,1,1
group_5175,1,1,1,1,1,1,1,1,1,1
group_5176,1,1,1,1,1,1,1,1,1,1
group_5177,1,1,1,1,1,1,1,1,1,1
group_5178,1,1,1,1,1,1,1,1,1,1
group_5179,1,1,1,1,1,1,1,1,1,1
