genome_id,species,strain,replicon,qseqid,scomment,sseqid,pident,length,bitscore
g23,meliloti,1021,plasmid pSymA,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.878,7043,12562
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,98.779,7041,12519
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,98.779,7041,12519
g23,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.764,7041,12514
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,92.59,8678,12445
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,90.5,9274,12227
g23,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.746,6860,12187
g23,meliloti,USDA1021,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,95.96,7475,12096
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.459,6650,12065
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.444,6650,12057
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,98.433,6829,12015
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,98.433,6829,12015
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.397,6631,12008
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.382,6631,12000
g23,medicae,WSM419,plasmid pSMED02,contig_2,"Sinorhizobium medicae WSM419 plasmid pSMED02, complete sequence",NC_009621.1,90.619,8986,11902
g23,medicae,SU277,plasmid pSU277_2,contig_2,"Sinorhizobium medicae strain SU277 plasmid pSU277_2, complete sequence",NZ_CP104149.1,90.619,8986,11902
g23,meliloti,USDA1106,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.899,6629,11821
g23,meliloti,1021,plasmid pSymA,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.884,6629,11815
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,90.081,9184,11793
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.232,6508,11718
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,98.768,6576,11657
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.423,6409,11614
g23,meliloti,USDA1021,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,94.411,7587,11611
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.605,6325,11531
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.605,6325,11531
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.557,6325,11513
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.51,6326,11498
g23,meliloti,USDA1021,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,97.67,6696,11466
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,97.584,6706,11455
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.539,6292,11446
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.523,6292,11441
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,97.54,6706,11437
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,97.54,6706,11437
g23,meliloti,USDA1106,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.871,6202,11407
g23,meliloti,1021,plasmid pSymA,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.871,6202,11407
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.412,6294,11404
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.412,6294,11404
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.397,6297,11404
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.381,6297,11396
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.364,6294,11385
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,96.188,6951,11339
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,96.173,6951,11334
g23,meliloti,USDA1021,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,97.859,6539,11287
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,92.82,7744,11215
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,93.521,7547,11212
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.885,6079,11186
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,90.999,8366,11151
g23,meliloti,USDA1106,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.48,6317,11116
g23,meliloti,1021,plasmid pSymA,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.511,6311,11116
g23,medicae,WSM419,plasmid pSMED01,contig_1,"Sinorhizobium medicae WSM419 plasmid pSMED01, complete sequence",NC_009620.1,91.666,7931,10955
g23,medicae,SU277,plasmid pSU277_1,contig_1,"Sinorhizobium medicae strain SU277 plasmid pSU277_1, complete sequence",NZ_CP104148.1,91.64,7931,10944
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.322,6045,10929
g23,meliloti,USDA1106,plasmid psymB,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,96.136,6703,10927
g23,meliloti,1021,plasmid pSymB,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,96.136,6703,10927
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.289,6048,10924
g23,meliloti,USDA1021,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.001,6104,10918
g23,medicae,WSM419,plasmid pSMED02,contig_2,"Sinorhizobium medicae WSM419 plasmid pSMED02, complete sequence",NC_009621.1,93.729,7208,10792
g23,medicae,SU277,plasmid pSU277_2,contig_2,"Sinorhizobium medicae strain SU277 plasmid pSU277_2, complete sequence",NZ_CP104149.1,93.729,7208,10792
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,90.756,8059,10720
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,91.075,7922,10689
g23,medicae,WSM419,plasmid pSMED02,contig_2,"Sinorhizobium medicae WSM419 plasmid pSMED02, complete sequence",NC_009621.1,91.412,7778,10628
g23,medicae,SU277,plasmid pSU277_2,contig_2,"Sinorhizobium medicae strain SU277 plasmid pSU277_2, complete sequence",NZ_CP104149.1,91.412,7778,10628
g23,meliloti,USDA1106,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.467,6002,10565
g23,meliloti,1021,plasmid pSymA,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.483,5999,10565
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.482,5796,10536
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.482,5796,10536
g23,meliloti,USDA1106,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.699,5918,10497
g23,meliloti,1021,plasmid pSymA,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.682,5918,10491
g23,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.004,5826,10436
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.824,5683,10434
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.824,5683,10434
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.02,5816,10421
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.02,5816,10421
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.02,5816,10421
g23,meliloti,USDA1106,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.26,5919,10353
g23,meliloti,1021,plasmid pSymA,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.243,5919,10349
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,90.266,7982,10347
g23,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.435,5663,10277
g23,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.435,5663,10277
g23,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.417,5663,10272
g23,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.261,5686,10268
g23,medicae,WSM419,plasmid pSMED01,contig_1,"Sinorhizobium medicae WSM419 plasmid pSMED01, complete sequence",NC_009620.1,90.806,7581,10129
g23,medicae,WSM1115,chromosome,contig_3,"Sinorhizobium medicae WSM1115 chromosome, complete genome",NZ_CP088109.1,90.745,7639,10126
g23,meliloti,USDA1021,plasmid psymA,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.52,5745,10120
g23,medicae,SU277,plasmid pSU277_1,contig_1,"Sinorhizobium medicae strain SU277 plasmid pSU277_1, complete sequence",NZ_CP104148.1,90.78,7581,10118
g23,meliloti,USDA1021,plasmid psymB,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.836,5483,10074
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.881,239486,440600
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.881,239486,440600
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.589,188282,343300
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.948,168747,311100
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.941,156771,289000
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.643,157921,288400
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.643,157921,288400
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.714,143810,255200
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.238,134849,243300
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.398,126476,222300
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.536,121063,220400
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.534,121063,220400
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.578,117199,213600
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.956,114260,210700
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.745,111949,205100
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.746,111949,205100
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.943,108175,199400
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.347,107652,194900
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.344,107652,194800
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.259,105337,190100
g24,meliloti,USDA1021,plasmid psymB,contig_10,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.889,101110,186100
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.341,101215,183200
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.643,97623,178300
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.646,97623,178300
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.065,99103,177800
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.315,97597,176500
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.304,97276,175900
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.301,97276,175800
g24,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.194,95389,171800
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.005,91916,164600
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.343,90232,163300
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.531,88541,161200
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.957,85909,158400
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.958,84183,155300
g24,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.609,78321,142900
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.394,78650,142600
g24,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.528,78314,142500
g24,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.522,78314,142500
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.032,79412,142300
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.933,73408,135300
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.957,72842,134300
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.959,72842,134300
g24,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.073,74779,134200
g24,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.071,74782,134200
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.89,73607,131300
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.939,70993,130900
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.939,70993,130900
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.984,70449,126100
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.807,68489,125700
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.951,61413,113200
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.373,60758,110000
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.37,60759,110000
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.902,57430,105700
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.904,57430,105700
g24,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.667,57576,105200
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.7,57339,104900
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.697,57339,104900
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.707,57339,104900
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.846,57059,104900
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.211,57027,102800
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.739,55228,101200
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.777,54826,100500
g24,meliloti,1021,chromosome,contig_10,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.779,54826,100500
g24,meliloti,USDA1106,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.953,52877,97500
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.031,53884,96584
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.031,53884,96584
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,97.651,56034,96141
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.243,51905,93604
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.119,51065,91750
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.117,51065,91742
g24,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.938,49072,87705
g24,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.323,47006,85004
g24,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.309,47009,84978
g24,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.347,46738,84601
g24,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.343,46738,84590
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.861,47061,83877
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.857,47061,83864
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.936,46595,83286
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.933,46595,83281
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.892,46466,82910
g24,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.924,45629,81475
g24,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.922,45629,81469
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.301,46318,81056
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.292,46321,81035
g24,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.17,44218,79556
g24,meliloti,USDA1021,plasmid psymB,contig_10,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.829,42684,78398
g24,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.923,43096,76984
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,97.877,43531,75239
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,97.877,43531,75239
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.443,41439,75202
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.44,41439,75194
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.836,41671,74243
g24,meliloti,USDA1021,chromosome,contig_10,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.942,39772,73313
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.009,40675,72868
g24,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.509,39707,72225
g24,meliloti,USDA1106,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.245,39709,71645
g24,meliloti,1021,plasmid pSymB,contig_3,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.245,39709,71645
