gene,genome_id1,genome_id2,dxy
group_5326,g4,g6,0
group_5326,g4,g8,0
group_5326,g4,g9,0
group_5326,g5,g6,0
group_5326,g5,g8,0
group_5326,g5,g9,0
group_5326,g6,g8,0
group_5326,g6,g9,0
group_5326,g8,g9,0
group_5326,g11,g4,0
group_5326,g11,g5,0
group_5326,g11,g6,0
group_5326,g11,g8,0
group_5326,g11,g9,0
group_5326,g11,g13,0
group_5326,g11,g16,0
group_5326,g11,g17,0
group_5326,g11,g19,1
group_5326,g13,g4,0
group_5326,g13,g5,0
group_5326,g13,g6,0
group_5326,g13,g8,0
group_5326,g13,g9,0
group_5326,g13,g16,0
group_5326,g13,g17,0
group_5326,g13,g19,1
group_5326,g16,g4,0
group_5326,g16,g5,0
group_5326,g16,g6,0
group_5326,g16,g8,0
group_5326,g16,g9,0
group_5326,g16,g17,0
group_5326,g16,g19,1
group_5326,g17,g4,0
group_5326,g17,g5,0
group_5326,g17,g6,0
group_5326,g17,g8,0
group_5326,g17,g9,0
group_5326,g17,g19,1
group_5326,g19,g4,1
group_5326,g19,g5,1
group_5326,g19,g6,1
group_5326,g19,g8,1
group_5326,g19,g9,1
group_5329,g4,g5,0
group_5329,g4,g6,0
group_5329,g4,g8,0
group_5329,g4,g9,0
group_5329,g5,g6,0
group_5329,g5,g8,0
group_5329,g5,g9,0
group_5329,g6,g8,0
group_5329,g6,g9,0
group_5329,g8,g9,0
group_5329,g11,g4,1
group_5329,g11,g5,1
group_5329,g11,g6,1
group_5329,g11,g8,1
group_5329,g11,g9,1
group_5329,g11,g13,0
group_5329,g11,g16,1
group_5329,g11,g17,1
group_5329,g11,g19,0
group_5329,g13,g4,1
group_5329,g13,g5,1
group_5329,g13,g6,1
group_5329,g13,g8,1
group_5329,g13,g9,1
group_5329,g13,g16,1
group_5329,g13,g17,1
group_5329,g13,g19,0
group_5329,g16,g4,0
group_5329,g16,g5,0
group_5329,g16,g6,0
group_5329,g16,g8,0
group_5329,g16,g9,0
group_5329,g16,g17,0
group_5329,g16,g19,1
group_5329,g17,g4,0
group_5329,g17,g5,0
group_5329,g17,g6,0
group_5329,g17,g8,0
group_5329,g17,g9,0
group_5329,g17,g19,1
group_5329,g19,g4,1
group_5329,g19,g5,1
group_5329,g19,g6,1
group_5329,g19,g8,1
group_5329,g19,g9,1
group_5330,g4,g5,0
group_5330,g4,g6,0
group_5330,g4,g8,0
group_5330,g4,g9,0
group_5330,g5,g6,0
group_5330,g5,g8,0
group_5330,g5,g9,0
group_5330,g6,g8,0
group_5330,g6,g9,0
group_5330,g8,g9,0
group_5330,g11,g4,1
group_5330,g11,g5,1
group_5330,g11,g6,1
group_5330,g11,g8,1
group_5330,g11,g9,1
group_5330,g11,g13,1
group_5330,g11,g16,1
group_5330,g11,g17,1
group_5330,g11,g19,5
group_5330,g13,g4,0
group_5330,g13,g5,0
group_5330,g13,g6,0
group_5330,g13,g8,0
group_5330,g13,g9,0
group_5330,g13,g16,0
group_5330,g13,g17,0
group_5330,g13,g19,4
group_5330,g16,g4,0
group_5330,g16,g5,0
group_5330,g16,g6,0
group_5330,g16,g8,0
group_5330,g16,g9,0
group_5330,g16,g17,0
group_5330,g16,g19,4
group_5330,g17,g4,0
group_5330,g17,g5,0
group_5330,g17,g6,0
group_5330,g17,g8,0
group_5330,g17,g9,0
group_5330,g17,g19,4
group_5330,g19,g4,4
group_5330,g19,g5,4
group_5330,g19,g6,4
group_5330,g19,g8,4
group_5330,g19,g9,4
group_5331,g4,g5,0
group_5331,g4,g6,0
group_5331,g4,g8,0
group_5331,g4,g9,0
group_5331,g5,g6,0
group_5331,g5,g8,0
group_5331,g5,g9,0
group_5331,g6,g8,0
group_5331,g6,g9,0
group_5331,g8,g9,0
group_5331,g11,g4,1
group_5331,g11,g5,1
group_5331,g11,g6,1
group_5331,g11,g8,1
group_5331,g11,g9,1
group_5331,g11,g13,0
group_5331,g11,g16,1
group_5331,g11,g17,1
group_5331,g11,g19,0
group_5331,g13,g4,1
group_5331,g13,g5,1
group_5331,g13,g6,1
group_5331,g13,g8,1
group_5331,g13,g9,1
group_5331,g13,g16,1
group_5331,g13,g17,1
group_5331,g13,g19,0
group_5331,g16,g4,0
group_5331,g16,g5,0
group_5331,g16,g6,0
group_5331,g16,g8,0
group_5331,g16,g9,0
group_5331,g16,g17,0
group_5331,g16,g19,1
group_5331,g17,g4,0
group_5331,g17,g5,0
group_5331,g17,g6,0
group_5331,g17,g8,0
group_5331,g17,g9,0
group_5331,g17,g19,1
group_5331,g19,g4,1
group_5331,g19,g5,1
group_5331,g19,g6,1
group_5331,g19,g8,1
group_5331,g19,g9,1
group_5333,g4,g5,4
group_5333,g4,g6,2
group_5333,g4,g8,4
group_5333,g4,g9,1
group_5333,g5,g6,6
group_5333,g5,g8,0
group_5333,g5,g9,5
group_5333,g6,g8,6
group_5333,g6,g9,3
group_5333,g8,g9,5
group_5333,g11,g4,2
group_5333,g11,g5,6
group_5333,g11,g6,0
group_5333,g11,g8,6
group_5333,g11,g9,3
group_5333,g11,g13,4
group_5333,g11,g16,5
group_5333,g11,g17,5
group_5333,g11,g19,2
group_5333,g13,g4,6
group_5333,g13,g5,2
group_5333,g13,g6,4
group_5333,g13,g8,2
group_5333,g13,g9,7
group_5333,g13,g16,1
group_5333,g13,g17,1
group_5333,g13,g19,6
group_5333,g16,g4,5
group_5333,g16,g5,1
group_5333,g16,g6,5
group_5333,g16,g8,1
group_5333,g16,g9,6
group_5333,g16,g17,0
group_5333,g16,g19,5
group_5333,g17,g4,5
group_5333,g17,g5,1
group_5333,g17,g6,5
group_5333,g17,g8,1
group_5333,g17,g9,6
group_5333,g17,g19,5
group_5333,g19,g4,0
group_5333,g19,g5,4
group_5333,g19,g6,2
group_5333,g19,g8,4
group_5333,g19,g9,1
group_5334,g4,g5,0
group_5334,g4,g6,0
group_5334,g4,g8,0
group_5334,g4,g9,1
group_5334,g5,g6,0
group_5334,g5,g8,0
group_5334,g5,g9,1
group_5334,g6,g8,0
group_5334,g6,g9,1
group_5334,g8,g9,1
group_5334,g11,g4,0
group_5334,g11,g5,0
group_5334,g11,g6,0
group_5334,g11,g8,0
group_5334,g11,g9,1
group_5334,g11,g13,0
group_5334,g11,g16,0
group_5334,g11,g17,0
group_5334,g11,g19,0
group_5334,g13,g4,0
group_5334,g13,g5,0
group_5334,g13,g6,0
group_5334,g13,g8,0
group_5334,g13,g9,1
group_5334,g13,g16,0
group_5334,g13,g17,0
group_5334,g13,g19,0
group_5334,g16,g4,0
group_5334,g16,g5,0
group_5334,g16,g6,0
group_5334,g16,g8,0
group_5334,g16,g9,1
group_5334,g16,g17,0
group_5334,g16,g19,0
group_5334,g17,g4,0
group_5334,g17,g5,0
group_5334,g17,g6,0
group_5334,g17,g8,0
group_5334,g17,g9,1
group_5334,g17,g19,0
group_5334,g19,g4,0
group_5334,g19,g5,0
group_5334,g19,g6,0
group_5334,g19,g8,0
group_5334,g19,g9,1
group_5336,g4,g5,0
group_5336,g4,g6,0
group_5336,g4,g8,0
group_5336,g4,g9,0
group_5336,g5,g6,0
group_5336,g5,g8,0
group_5336,g5,g9,0
group_5336,g6,g8,0
group_5336,g6,g9,0
group_5336,g8,g9,0
group_5336,g11,g4,3
group_5336,g11,g5,3
group_5336,g11,g6,3
group_5336,g11,g8,3
group_5336,g11,g9,3
group_5336,g11,g13,3
group_5336,g11,g16,3
group_5336,g11,g17,3
group_5336,g11,g19,1
group_5336,g13,g4,6
group_5336,g13,g5,6
group_5336,g13,g6,6
group_5336,g13,g8,6
group_5336,g13,g9,6
group_5336,g13,g16,6
group_5336,g13,g17,6
group_5336,g13,g19,4
group_5336,g16,g4,0
group_5336,g16,g5,0
group_5336,g16,g6,0
group_5336,g16,g8,0
group_5336,g16,g9,0
group_5336,g16,g17,0
group_5336,g16,g19,2
group_5336,g17,g4,0
group_5336,g17,g5,0
group_5336,g17,g6,0
group_5336,g17,g8,0
group_5336,g17,g9,0
group_5336,g17,g19,2
group_5336,g19,g4,2
group_5336,g19,g5,2
group_5336,g19,g6,2
group_5336,g19,g8,2
group_5336,g19,g9,2
group_5337,g4,g5,0
group_5337,g4,g6,0
group_5337,g4,g8,0
group_5337,g4,g9,0
group_5337,g5,g6,0
group_5337,g5,g8,0
group_5337,g5,g9,0
group_5337,g6,g8,0
group_5337,g6,g9,0
group_5337,g8,g9,0
group_5337,g11,g4,1
group_5337,g11,g5,1
group_5337,g11,g6,1
group_5337,g11,g8,1
group_5337,g11,g9,1
group_5337,g11,g13,0
group_5337,g11,g16,1
group_5337,g11,g17,1
group_5337,g11,g19,0
group_5337,g13,g4,1
group_5337,g13,g5,1
group_5337,g13,g6,1
group_5337,g13,g8,1
group_5337,g13,g9,1
group_5337,g13,g16,1
group_5337,g13,g17,1
group_5337,g13,g19,0
group_5337,g16,g4,0
group_5337,g16,g5,0
group_5337,g16,g6,0
group_5337,g16,g8,0
group_5337,g16,g9,0
group_5337,g16,g17,0
group_5337,g16,g19,1
group_5337,g17,g4,0
group_5337,g17,g5,0
group_5337,g17,g6,0
group_5337,g17,g8,0
group_5337,g17,g9,0
group_5337,g17,g19,1
group_5337,g19,g4,1
group_5337,g19,g5,1
group_5337,g19,g6,1
group_5337,g19,g8,1
group_5337,g19,g9,1
group_5339,g4,g5,0
group_5339,g4,g6,0
group_5339,g4,g8,0
group_5339,g4,g9,0
group_5339,g5,g6,0
group_5339,g5,g8,0
group_5339,g5,g9,0
group_5339,g6,g8,0
group_5339,g6,g9,0
group_5339,g8,g9,0
group_5339,g11,g4,1
group_5339,g11,g5,1
group_5339,g11,g6,1
group_5339,g11,g8,1
group_5339,g11,g9,1
group_5339,g11,g13,0
group_5339,g11,g16,1
group_5339,g11,g17,1
group_5339,g11,g19,0
group_5339,g13,g4,1
group_5339,g13,g5,1
group_5339,g13,g6,1
group_5339,g13,g8,1
group_5339,g13,g9,1
group_5339,g13,g16,1
group_5339,g13,g17,1
group_5339,g13,g19,0
group_5339,g16,g4,0
group_5339,g16,g5,0
group_5339,g16,g6,0
group_5339,g16,g8,0
group_5339,g16,g9,0
group_5339,g16,g17,0
group_5339,g16,g19,1
group_5339,g17,g4,0
group_5339,g17,g5,0
group_5339,g17,g6,0
group_5339,g17,g8,0
group_5339,g17,g9,0
group_5339,g17,g19,1
group_5339,g19,g4,1
group_5339,g19,g5,1
group_5339,g19,g6,1
group_5339,g19,g8,1
group_5339,g19,g9,1
group_534,g4,g5,0
group_534,g4,g6,6
group_534,g4,g8,0
group_534,g4,g9,0
group_534,g5,g6,6
group_534,g5,g8,0
group_534,g5,g9,0
group_534,g6,g8,6
group_534,g6,g9,6
group_534,g8,g9,0
group_534,g11,g4,0
group_534,g11,g5,0
group_534,g11,g6,6
group_534,g11,g8,0
group_534,g11,g9,0
group_534,g11,g13,0
group_534,g11,g16,0
group_534,g11,g17,0
group_534,g11,g19,11
group_534,g13,g4,0
group_534,g13,g5,0
group_534,g13,g6,6
group_534,g13,g8,0
group_534,g13,g9,0
group_534,g13,g16,0
group_534,g13,g17,0
group_534,g13,g19,11
group_534,g16,g4,0
group_534,g16,g5,0
group_534,g16,g6,6
group_534,g16,g8,0
group_534,g16,g9,0
group_534,g16,g17,0
group_534,g16,g19,11
group_534,g17,g4,0
group_534,g17,g5,0
group_534,g17,g6,6
group_534,g17,g8,0
group_534,g17,g9,0
group_534,g17,g19,11
group_534,g19,g4,11
group_534,g19,g5,11
group_534,g19,g6,15
group_534,g19,g8,11
group_534,g19,g9,11
group_5341,g4,g5,0
group_5341,g4,g6,4
group_5341,g4,g8,0
group_5341,g4,g9,0
group_5341,g5,g6,4
group_5341,g5,g8,0
group_5341,g5,g9,0
group_5341,g6,g8,4
group_5341,g6,g9,4
group_5341,g8,g9,0
group_5341,g11,g4,0
group_5341,g11,g5,0
group_5341,g11,g6,4
group_5341,g11,g8,0
group_5341,g11,g9,0
group_5341,g11,g13,0
group_5341,g11,g16,0
group_5341,g11,g17,0
group_5341,g11,g19,9
group_5341,g13,g4,0
group_5341,g13,g5,0
group_5341,g13,g6,4
group_5341,g13,g8,0
group_5341,g13,g9,0
group_5341,g13,g16,0
group_5341,g13,g17,0
group_5341,g13,g19,9
group_5341,g16,g4,0
group_5341,g16,g5,0
group_5341,g16,g6,4
group_5341,g16,g8,0
group_5341,g16,g9,0
group_5341,g16,g17,0
group_5341,g16,g19,9
group_5341,g17,g4,0
group_5341,g17,g5,0
group_5341,g17,g6,4
group_5341,g17,g8,0
group_5341,g17,g9,0
group_5341,g17,g19,9
group_5341,g19,g4,9
group_5341,g19,g5,9
group_5341,g19,g6,11
group_5341,g19,g8,9
group_5341,g19,g9,9
group_5345,g4,g5,0
group_5345,g4,g6,1
group_5345,g4,g8,0
group_5345,g4,g9,0
group_5345,g5,g6,1
group_5345,g5,g8,0
group_5345,g5,g9,0
group_5345,g6,g8,1
group_5345,g6,g9,1
group_5345,g8,g9,0
group_5345,g11,g4,1
group_5345,g11,g5,1
group_5345,g11,g6,0
group_5345,g11,g8,1
group_5345,g11,g9,1
group_5345,g11,g13,0
group_5345,g11,g16,1
group_5345,g11,g17,1
group_5345,g11,g19,0
group_5345,g13,g4,1
group_5345,g13,g5,1
group_5345,g13,g6,0
group_5345,g13,g8,1
group_5345,g13,g9,1
group_5345,g13,g16,1
group_5345,g13,g17,1
group_5345,g13,g19,0
group_5345,g16,g4,0
group_5345,g16,g5,0
group_5345,g16,g6,1
group_5345,g16,g8,0
group_5345,g16,g9,0
group_5345,g16,g17,0
group_5345,g16,g19,1
group_5345,g17,g4,0
group_5345,g17,g5,0
group_5345,g17,g6,1
group_5345,g17,g8,0
group_5345,g17,g9,0
group_5345,g17,g19,1
group_5345,g19,g4,1
group_5345,g19,g5,1
group_5345,g19,g6,0
group_5345,g19,g8,1
group_5345,g19,g9,1
group_5346,g4,g5,0
group_5346,g4,g6,1
group_5346,g4,g8,0
group_5346,g4,g9,0
group_5346,g5,g6,1
group_5346,g5,g8,0
group_5346,g5,g9,0
group_5346,g6,g8,1
group_5346,g6,g9,1
group_5346,g8,g9,0
group_5346,g11,g4,1
group_5346,g11,g5,1
group_5346,g11,g6,0
group_5346,g11,g8,1
group_5346,g11,g9,1
group_5346,g11,g13,0
group_5346,g11,g16,0
group_5346,g11,g17,0
group_5346,g11,g19,1
group_5346,g13,g4,1
group_5346,g13,g5,1
group_5346,g13,g6,0
group_5346,g13,g8,1
group_5346,g13,g9,1
group_5346,g13,g16,0
group_5346,g13,g17,0
group_5346,g13,g19,1
group_5346,g16,g4,1
group_5346,g16,g5,1
group_5346,g16,g6,0
group_5346,g16,g8,1
group_5346,g16,g9,1
group_5346,g16,g17,0
group_5346,g16,g19,1
group_5346,g17,g4,1
group_5346,g17,g5,1
group_5346,g17,g6,0
group_5346,g17,g8,1
group_5346,g17,g9,1
group_5346,g17,g19,1
group_5346,g19,g4,0
group_5346,g19,g5,0
group_5346,g19,g6,1
group_5346,g19,g8,0
group_5346,g19,g9,0
group_5352,g4,g5,0
group_5352,g4,g6,0
group_5352,g4,g8,0
group_5352,g4,g9,0
group_5352,g5,g6,0
group_5352,g5,g8,0
group_5352,g5,g9,0
group_5352,g6,g8,0
group_5352,g6,g9,0
group_5352,g8,g9,0
group_5352,g11,g4,5
group_5352,g11,g5,5
group_5352,g11,g6,5
group_5352,g11,g8,5
group_5352,g11,g9,5
group_5352,g11,g13,0
group_5352,g11,g16,5
group_5352,g11,g17,5
group_5352,g11,g19,0
group_5352,g13,g4,5
group_5352,g13,g5,5
group_5352,g13,g6,5
group_5352,g13,g8,5
group_5352,g13,g9,5
group_5352,g13,g16,5
group_5352,g13,g17,5
group_5352,g13,g19,0
group_5352,g16,g4,0
group_5352,g16,g5,0
group_5352,g16,g6,0
group_5352,g16,g8,0
group_5352,g16,g9,0
group_5352,g16,g17,0
group_5352,g16,g19,5
group_5352,g17,g4,0
group_5352,g17,g5,0
group_5352,g17,g6,0
group_5352,g17,g8,0
group_5352,g17,g9,0
group_5352,g17,g19,5
group_5352,g19,g4,5
group_5352,g19,g5,5
group_5352,g19,g6,5
group_5352,g19,g8,5
group_5352,g19,g9,5
group_5353,g4,g5,0
group_5353,g4,g6,0
group_5353,g4,g8,0
group_5353,g4,g9,0
group_5353,g5,g6,0
group_5353,g5,g8,0
group_5353,g5,g9,0
group_5353,g6,g8,0
group_5353,g6,g9,0
group_5353,g8,g9,0
group_5353,g11,g4,2
group_5353,g11,g5,2
group_5353,g11,g6,2
group_5353,g11,g8,2
group_5353,g11,g9,2
group_5353,g11,g13,0
group_5353,g11,g16,2
group_5353,g11,g17,2
group_5353,g11,g19,0
group_5353,g13,g4,2
group_5353,g13,g5,2
group_5353,g13,g6,2
group_5353,g13,g8,2
group_5353,g13,g9,2
group_5353,g13,g16,2
group_5353,g13,g17,2
group_5353,g13,g19,0
group_5353,g16,g4,0
group_5353,g16,g5,0
group_5353,g16,g6,0
group_5353,g16,g8,0
group_5353,g16,g9,0
group_5353,g16,g17,0
group_5353,g16,g19,2
group_5353,g17,g4,0
group_5353,g17,g5,0
group_5353,g17,g6,0
group_5353,g17,g8,0
group_5353,g17,g9,0
group_5353,g17,g19,2
group_5353,g19,g4,2
group_5353,g19,g5,2
group_5353,g19,g6,2
group_5353,g19,g8,2
group_5353,g19,g9,2
group_5354,g4,g5,0
group_5354,g4,g6,0
group_5354,g4,g8,0
group_5354,g4,g9,0
group_5354,g5,g6,0
group_5354,g5,g8,0
group_5354,g5,g9,0
group_5354,g6,g8,0
group_5354,g6,g9,0
group_5354,g8,g9,0
group_5354,g11,g4,0
group_5354,g11,g5,0
group_5354,g11,g6,0
group_5354,g11,g8,0
group_5354,g11,g9,0
group_5354,g11,g13,0
group_5354,g11,g16,2
group_5354,g11,g17,2
group_5354,g11,g19,0
group_5354,g13,g4,0
group_5354,g13,g5,0
group_5354,g13,g6,0
group_5354,g13,g8,0
group_5354,g13,g9,0
group_5354,g13,g16,2
group_5354,g13,g17,2
group_5354,g13,g19,0
group_5354,g16,g4,2
group_5354,g16,g5,2
group_5354,g16,g6,2
group_5354,g16,g8,2
group_5354,g16,g9,2
group_5354,g16,g17,0
group_5354,g16,g19,2
group_5354,g17,g4,2
group_5354,g17,g5,2
group_5354,g17,g6,2
group_5354,g17,g8,2
group_5354,g17,g9,2
group_5354,g17,g19,2
group_5354,g19,g4,0
group_5354,g19,g5,0
group_5354,g19,g6,0
group_5354,g19,g8,0
group_5354,g19,g9,0
group_5361,g4,g5,0
group_5361,g4,g6,1
group_5361,g4,g8,0
group_5361,g4,g9,0
group_5361,g5,g6,1
group_5361,g5,g8,0
group_5361,g5,g9,0
group_5361,g6,g8,1
group_5361,g6,g9,1
group_5361,g8,g9,0
group_5361,g11,g4,0
group_5361,g11,g5,0
group_5361,g11,g6,1
group_5361,g11,g8,0
group_5361,g11,g9,0
group_5361,g11,g13,0
group_5361,g11,g16,0
group_5361,g11,g17,0
group_5361,g11,g19,9
group_5361,g13,g4,0
group_5361,g13,g5,0
group_5361,g13,g6,1
group_5361,g13,g8,0
group_5361,g13,g9,0
group_5361,g13,g16,0
group_5361,g13,g17,0
group_5361,g13,g19,9
group_5361,g16,g4,0
group_5361,g16,g5,0
group_5361,g16,g6,1
group_5361,g16,g8,0
group_5361,g16,g9,0
group_5361,g16,g17,0
group_5361,g16,g19,9
group_5361,g17,g4,0
group_5361,g17,g5,0
group_5361,g17,g6,1
group_5361,g17,g8,0
group_5361,g17,g9,0
group_5361,g17,g19,9
group_5361,g19,g4,9
group_5361,g19,g5,9
group_5361,g19,g6,10
group_5361,g19,g8,9
group_5361,g19,g9,9
group_5363,g4,g5,0
group_5363,g4,g6,0
group_5363,g4,g8,0
group_5363,g4,g9,0
group_5363,g5,g6,0
group_5363,g5,g8,0
group_5363,g5,g9,0
group_5363,g6,g8,0
group_5363,g6,g9,0
group_5363,g8,g9,0
group_5363,g11,g4,7
group_5363,g11,g5,7
group_5363,g11,g6,7
group_5363,g11,g8,7
group_5363,g11,g9,7
group_5363,g11,g13,0
group_5363,g11,g16,7
group_5363,g11,g17,7
group_5363,g11,g19,0
group_5363,g13,g4,7
group_5363,g13,g5,7
group_5363,g13,g6,7
group_5363,g13,g8,7
group_5363,g13,g9,7
group_5363,g13,g16,7
group_5363,g13,g17,7
group_5363,g13,g19,0
group_5363,g16,g4,0
group_5363,g16,g5,0
group_5363,g16,g6,0
group_5363,g16,g8,0
group_5363,g16,g9,0
group_5363,g16,g17,0
group_5363,g16,g19,7
group_5363,g17,g4,0
group_5363,g17,g5,0
group_5363,g17,g6,0
group_5363,g17,g8,0
group_5363,g17,g9,0
group_5363,g17,g19,7
group_5363,g19,g4,7
group_5363,g19,g5,7
group_5363,g19,g6,7
group_5363,g19,g8,7
group_5363,g19,g9,7
group_5364,g4,g5,0
group_5364,g4,g6,2
group_5364,g4,g8,0
group_5364,g4,g9,0
group_5364,g5,g6,2
group_5364,g5,g8,0
group_5364,g5,g9,0
group_5364,g6,g8,2
group_5364,g6,g9,2
group_5364,g8,g9,0
group_5364,g11,g4,0
group_5364,g11,g5,0
group_5364,g11,g6,2
group_5364,g11,g8,0
group_5364,g11,g9,0
group_5364,g11,g13,0
group_5364,g11,g16,0
group_5364,g11,g17,0
group_5364,g11,g19,5
group_5364,g13,g4,0
group_5364,g13,g5,0
group_5364,g13,g6,2
group_5364,g13,g8,0
group_5364,g13,g9,0
group_5364,g13,g16,0
group_5364,g13,g17,0
group_5364,g13,g19,5
group_5364,g16,g4,0
group_5364,g16,g5,0
group_5364,g16,g6,2
group_5364,g16,g8,0
group_5364,g16,g9,0
group_5364,g16,g17,0
group_5364,g16,g19,5
group_5364,g17,g4,0
group_5364,g17,g5,0
group_5364,g17,g6,2
group_5364,g17,g8,0
group_5364,g17,g9,0
group_5364,g17,g19,5
group_5364,g19,g4,5
group_5364,g19,g5,5
group_5364,g19,g6,3
group_5364,g19,g8,5
group_5364,g19,g9,5
group_5365,g4,g5,0
group_5365,g4,g6,1
group_5365,g4,g8,0
group_5365,g4,g9,0
group_5365,g5,g6,1
group_5365,g5,g8,0
group_5365,g5,g9,0
group_5365,g6,g8,1
group_5365,g6,g9,1
group_5365,g8,g9,0
group_5365,g11,g4,8
group_5365,g11,g5,8
group_5365,g11,g6,9
group_5365,g11,g8,8
group_5365,g11,g9,8
group_5365,g11,g13,0
group_5365,g11,g16,9
group_5365,g11,g17,9
group_5365,g11,g19,1
group_5365,g13,g4,8
group_5365,g13,g5,8
group_5365,g13,g6,9
group_5365,g13,g8,8
group_5365,g13,g9,8
group_5365,g13,g16,9
group_5365,g13,g17,9
group_5365,g13,g19,1
group_5365,g16,g4,1
group_5365,g16,g5,1
group_5365,g16,g6,2
group_5365,g16,g8,1
group_5365,g16,g9,1
group_5365,g16,g17,0
group_5365,g16,g19,10
group_5365,g17,g4,1
group_5365,g17,g5,1
group_5365,g17,g6,2
group_5365,g17,g8,1
group_5365,g17,g9,1
group_5365,g17,g19,10
group_5365,g19,g4,9
group_5365,g19,g5,9
group_5365,g19,g6,10
group_5365,g19,g8,9
group_5365,g19,g9,9
group_5367,g4,g5,0
group_5367,g4,g6,0
group_5367,g4,g8,0
group_5367,g4,g9,0
group_5367,g5,g6,0
group_5367,g5,g8,0
group_5367,g5,g9,0
group_5367,g6,g8,0
group_5367,g6,g9,0
group_5367,g8,g9,0
group_5367,g11,g4,1
group_5367,g11,g5,1
group_5367,g11,g6,1
group_5367,g11,g8,1
group_5367,g11,g9,1
group_5367,g11,g13,0
group_5367,g11,g16,1
group_5367,g11,g17,1
group_5367,g11,g19,0
group_5367,g13,g4,1
group_5367,g13,g5,1
group_5367,g13,g6,1
group_5367,g13,g8,1
group_5367,g13,g9,1
group_5367,g13,g16,1
group_5367,g13,g17,1
group_5367,g13,g19,0
group_5367,g16,g4,0
group_5367,g16,g5,0
group_5367,g16,g6,0
group_5367,g16,g8,0
group_5367,g16,g9,0
group_5367,g16,g17,0
group_5367,g16,g19,1
group_5367,g17,g4,0
group_5367,g17,g5,0
group_5367,g17,g6,0
group_5367,g17,g8,0
group_5367,g17,g9,0
group_5367,g17,g19,1
group_5367,g19,g4,1
group_5367,g19,g5,1
group_5367,g19,g6,1
group_5367,g19,g8,1
group_5367,g19,g9,1
group_5369,g4,g5,0
group_5369,g4,g6,6
group_5369,g4,g8,0
group_5369,g4,g9,0
group_5369,g5,g6,6
group_5369,g5,g8,0
group_5369,g5,g9,0
group_5369,g6,g8,6
group_5369,g6,g9,6
group_5369,g8,g9,0
group_5369,g11,g4,0
group_5369,g11,g5,0
group_5369,g11,g6,6
group_5369,g11,g8,0
group_5369,g11,g9,0
group_5369,g11,g13,0
group_5369,g11,g16,0
group_5369,g11,g17,0
group_5369,g11,g19,0
group_5369,g13,g4,0
group_5369,g13,g5,0
group_5369,g13,g6,6
group_5369,g13,g8,0
group_5369,g13,g9,0
group_5369,g13,g16,0
group_5369,g13,g17,0
group_5369,g13,g19,0
group_5369,g16,g4,0
group_5369,g16,g5,0
group_5369,g16,g6,6
group_5369,g16,g8,0
group_5369,g16,g9,0
group_5369,g16,g17,0
group_5369,g16,g19,0
group_5369,g17,g4,0
group_5369,g17,g5,0
group_5369,g17,g6,6
group_5369,g17,g8,0
group_5369,g17,g9,0
group_5369,g17,g19,0
group_5369,g19,g4,0
group_5369,g19,g5,0
group_5369,g19,g6,6
group_5369,g19,g8,0
group_5369,g19,g9,0
group_537,g4,g5,0
group_537,g4,g6,0
group_537,g4,g8,0
group_537,g4,g9,0
group_537,g5,g6,0
group_537,g5,g8,0
group_537,g5,g9,0
group_537,g6,g8,0
group_537,g6,g9,0
group_537,g8,g9,0
group_537,g11,g4,0
group_537,g11,g5,0
group_537,g11,g6,0
group_537,g11,g8,0
group_537,g11,g9,0
group_537,g11,g13,0
group_537,g11,g16,0
group_537,g11,g17,0
group_537,g11,g19,1
group_537,g13,g4,0
group_537,g13,g5,0
group_537,g13,g6,0
group_537,g13,g8,0
group_537,g13,g9,0
group_537,g13,g16,0
group_537,g13,g17,0
group_537,g13,g19,1
group_537,g16,g4,0
group_537,g16,g5,0
group_537,g16,g6,0
group_537,g16,g8,0
group_537,g16,g9,0
group_537,g16,g17,0
group_537,g16,g19,1
group_537,g17,g4,0
group_537,g17,g5,0
group_537,g17,g6,0
group_537,g17,g8,0
group_537,g17,g9,0
group_537,g17,g19,1
group_537,g19,g4,1
group_537,g19,g5,1
group_537,g19,g6,1
group_537,g19,g8,1
group_537,g19,g9,1
group_5370,g4,g5,0
group_5370,g4,g6,4
group_5370,g4,g8,1
group_5370,g4,g9,1
group_5370,g5,g6,4
group_5370,g5,g8,1
group_5370,g5,g9,1
group_5370,g6,g8,3
group_5370,g6,g9,3
group_5370,g8,g9,0
group_5370,g11,g4,4
group_5370,g11,g5,4
group_5370,g11,g6,0
group_5370,g11,g8,3
group_5370,g11,g9,3
group_5370,g11,g13,0
group_5370,g11,g16,0
group_5370,g11,g17,0
group_5370,g11,g19,2
group_5370,g13,g4,4
group_5370,g13,g5,4
group_5370,g13,g6,0
group_5370,g13,g8,3
group_5370,g13,g9,3
group_5370,g13,g16,0
group_5370,g13,g17,0
group_5370,g13,g19,2
group_5370,g16,g4,4
group_5370,g16,g5,4
group_5370,g16,g6,0
group_5370,g16,g8,3
group_5370,g16,g9,3
group_5370,g16,g17,0
group_5370,g16,g19,2
group_5370,g17,g4,4
group_5370,g17,g5,4
group_5370,g17,g6,0
group_5370,g17,g8,3
group_5370,g17,g9,3
group_5370,g17,g19,2
group_5370,g19,g4,4
group_5370,g19,g5,4
group_5370,g19,g6,2
group_5370,g19,g8,3
group_5370,g19,g9,3
group_5372,g4,g5,0
group_5372,g4,g6,4
group_5372,g4,g8,0
