gene,g21,g22,g23,g24,g25,g26,g27,g31,g32,g33,g34,g35,g36,g37,g39,g41,g43,g44,g45
group_4912,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4915,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4916,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4918,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,1
group_4919,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
group_492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4922,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_4923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4925,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2
group_4926,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4927,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4929,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
group_493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_4930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4933,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
group_4934,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4935,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
group_4936,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_4937,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
group_4938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_4939,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0
group_494,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group_4940,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2
group_4941,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4942,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_4943,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_4944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4945,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1
group_4946,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_4947,0,0,0,0,1,1,2,1,1,0,2,2,1,1,0,1,1,0,1
group_4948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4949,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1
group_495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_4950,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1
group_4951,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_4952,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
group_4953,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_4954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4955,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
group_4956,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
group_4957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_4958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4961,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
group_4962,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4963,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
group_4964,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_4965,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
group_4966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4967,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1
group_4968,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
group_4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4972,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_4973,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4975,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1
group_4976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4978,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
group_4979,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0
group_498,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_4980,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_4981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4987,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_4988,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,2
group_4989,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
group_499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4991,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
group_4992,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_4993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4994,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_4995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4996,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4997,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4999,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_50,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5001,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
group_5003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5005,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
group_5006,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
group_5007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
group_5008,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5009,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0
group_501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5011,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_5012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5014,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
group_5015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5016,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_5017,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_5018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
group_5021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5022,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group_5023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5024,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1
group_5025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5026,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_5027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5028,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5029,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
group_503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
group_5034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5036,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5037,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_5038,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2
group_5039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_504,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_5040,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5042,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5043,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5044,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_5045,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_5046,0,2,1,2,1,1,1,0,0,2,0,0,2,2,0,0,1,0,0
group_5047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5048,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group_5049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_5050,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
group_5051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
group_5054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5055,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5056,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5058,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5059,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1
group_506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5063,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5064,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1
group_5065,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
group_5066,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_5067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5068,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_5069,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5070,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5071,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1
group_5072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5073,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1
group_5074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5075,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_5076,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
group_5077,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_5078,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,1
group_5079,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
group_508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5081,0,0,0,1,1,2,0,0,0,1,0,0,2,1,0,0,1,0,0
group_5082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5083,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
group_5084,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
group_5085,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
group_5086,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_5087,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
group_5088,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_5089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_5090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5091,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5092,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_5093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5094,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1
group_5095,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
group_5096,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
group_5097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5098,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_5099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5103,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0
group_5104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_5105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5106,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5107,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0
group_5108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5110,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0
group_5111,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1
group_5112,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5114,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1
group_5115,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_5116,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_5117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5118,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_5119,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_512,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5120,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5121,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_5122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5123,0,0,0,0,2,1,2,1,2,0,2,2,2,0,0,1,0,0,1
group_5124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5125,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
group_5126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
group_5127,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1
group_5128,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0
group_5129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5130,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5131,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_5132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5133,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5134,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5135,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
group_5136,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1
group_5137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5138,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5139,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5140,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
group_5141,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5142,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
group_5143,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_5144,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
group_5145,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
group_5146,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,1
group_5147,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_5148,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5149,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
group_515,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_5150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5151,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_5152,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_5153,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2
group_5154,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2
group_5155,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_5156,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5158,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_5159,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2
group_516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5160,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
group_5161,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_5162,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_5163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5165,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1
group_5166,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_5167,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
group_5168,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5169,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_517,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_5170,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_5171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5173,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1
group_5174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5177,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2
group_5178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5179,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
group_518,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_5180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5181,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5182,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_5183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5186,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2
group_5187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5188,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1
group_5189,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
group_519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5190,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_5191,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
group_5192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5193,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_5195,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5196,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,2,0,0,2
group_5197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_5198,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_5199,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2
group_52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_520,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_5200,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1
group_5201,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_5202,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1
