gene,sequence_length
napF,502
narL,636
narT,1275
nasA,2660
nasD,2463
ndhB_1,1761
ndhB_2,1440
ndhB_3~~~nuoL_2,1996
ndhB_4,2979
ndhC,366
ndhI,636
ndhJ,549
ndhM~~~xdhA_1,2358
ndk,423
ndvA,1881
ndvB_3~~~ndvB_2,8615
nemA,1122
neo,822
nepI_1,1209
nepI_2,1206
nepI_3,375
nfdA_1,1986
nfdA_2,1626
nfuA,567
ngcG_2,942
ngcG_3,867
ngcG_4,840
ngcG_5,969
ngcG_6,882
ngcG_7,849
ngcG_8,831
ngcG_9,843
nhhA,642
nicS_2,678
nifA,1626
nifD_2,1503
nifK_1,1326
nifK_2,1542
nimR,816
nirQ,819
nit1,858
nnr,1473
noc_2,1002
noc_4~~~noc_5~~~noc_1,1101
noc_7,1023
nodA,591
nodD2_1,927
nodD2_3,1023
nodF,216
nodM_1,1827
norB,1347
norC,453
novN,1833
nqo1,1305
nqo2_1,510
nqo2_2,822
nqo3,2082
nqo4,1215
nqo5,606
nqo6,504
nqo7,366
nqrF_1,2052
nqrF_2,1677
nrdR,474
nreC,720
nspC,1098
nsrR_1,465
nsrR_2,507
ntaA_1,1350
nth,801
nthB,660
ntrC,1455
nudG,408
nudL,633
nuoB,579
nuoD,1191
nuoH_1,987
nuoH_2,1044
nuoI,492
nuoJ_1,502
nuoJ_2,615
nuoK_1,303
nuoK_2,309
nuoL_1,1464
nuoM_2,1512
nuoM_2~~~nuoM_1,1476
nuoN,1443
nusA,1629
nusB,483
nusG_2~~~nusG_3,552
oat2,1242
oatA,1134
occM_2,831
occP_1,768
occP_4,774
ocd,1050
odh,1080
ogt_1~~~ogt_2,552
ohrB_1,417
ohrB_2,423
ohrR_1,477
ohrR_2,468
oiaX,1257
olsG,603
ompA,1029
ompR_1,738
ompR_2,660
ompR_3,720
ompR_4,702
oppA_1,1599
oppB,924
oppD_2,987
oppD_6,1029
oppD_8,834
oppF_1,798
oppF_3,981
opuAA_1,1047
opuAA_2,828
oqxB7,3177
osmX,891
osmY,756
otnC,678
otnI,777
otnK,1281
otsB,799
ousW_1,888
ousW_2,858
oxyR_2,909
oxyR_3,954
oxyR_4,897
paaA,1002
paaB,285
paaC,786
paaD,525
paaE,1077
paaG_1,792
paaG_2,753
paaJ~~~pcaF,1203
paaX,918
paaZ_2,462
pal_1,1263
pal_3,531
panB_2,822
panC,876
paoA_2,636
paoA_2~~~paoA_1,660
paoB_2,951
parA,795
parB,891
parC,2277
pat_2,610
pbuE,1185
pcaG,615
pcaI,708
pcaR,762
pccB~~~pccB_1,1533
pccR,1419
pchA,1386
pckA,1611
pcm_2,615
pcm_3,660
pcpR,915
pcrA~~~pcrA_1,2071
pcs,726
pctA,2097
pdeA,801
pdhC,1374
pdhR,792
pdtaR,591
pdxA,1029
pdxA2_1,1047
pdxA2_2,966
pdxH,621
peb1A,843
pel_1~~~pel,1083
pepA_1,1494
pepA_2,1398
pepE,1134
pepF1,1884
pepN,2655
pepT_1,1245
pepT_1~~~pepT_3,1245
pepT_2,1206
perR_1,786
perR_2,423
petA,579
petC,1522
petE,444
pfp,1215
pgdA_1~~~pgdA_2,879
pgi,1627
pgiA,645
pgk,1200
pglA,1227
pglF,2196
pglH,1287
pgm,1630
pgrR_1,1101
pgrR_10,909
pgrR_11,897
pgrR_12,909
pgrR_13,891
pgrR_14,321
pgrR_16,897
pgrR_2,903
pgrR_2~~~pgrR_9~~~pgrR_15,901
pgrR_4,777
pgrR_5,903
pgrR_6,945
pgrR_6~~~pgrR_9,910
phaA,1182
phaB,726
phaC,1884
pheA,855
pheS,1083
phhB,318
phnD2,906
phnG,486
phnH,603
phnI,1107
phnJ,894
phnK,777
phnL,708
phnN,589
phnV,786
phnY,1458
phoB,684
phoD,1563
phoP,672
phoU,714
phyR_1,798
phyR_2,795
phzF_1,918
phzF_2,918
pip,963
pitA,558
pks1~~~tdh_3,1168
pksJ,387
pksS,1248
pld1_1,1020
pld1_2,900
pldB,1014
pldht,795
pleD,1368
plsX,1044
plsY,612
pmbA,1347
pncA,601
pncB,1386
pncC,498
pntAA,1191
pntB,1404
polA,3015
polS,774
por,1461
potA_1,1071
potA_10,1143
potA_3,333
potA_4,1080
potA_6~~~potA_7~~~potA_1,1111
potA_7~~~potA_6,1143
potB_1,876
potB_2,945
potB_3,867
potB_4,855
potD_1,1023
potE,1359
potH_1,798
potH_2,834
potH_3,912
ppa,534
ppdK,2697
pphA,660
ppk,2211
pqqA,303
pqqB,912
pqqCD,771
pqqD,297
preA,1314
prfA,1083
prfB,1029
prfC,1584
priA,2205
prkA,870
prmC_1,729
prmC_3,879
prmC_3~~~prmC_2,877
proA,1284
proC_2,825
proC_2~~~proC_1,936
proX,510
prpB,930
prr,1428
prsA,1893
prsD_2,1749
prsE_2,1317
prs_1~~~prs_2,579
psd,699
pspA,597
pssM,1009
pstB,807
psuG,972
pta_1,957
pta_2,993
pth,720
ptlF,862
ptsJ_1,1623
ptsN,465
ptsP,2268
pucG,1116
pucI,1452
pucK,1350
pucM_1,372
pucM_2,363
punA,798
purA,1299
purB,1308
purC,816
purD,1272
purE,501
purH,1611
purK,1050
purM,1071
purN,663
purQ,672
purR_2,1056
purR_3,969
purR_4~~~rafR_1,1024
purR_5,1050
purR_6,1020
purR_7,1056
purS,243
purU_2~~~purU_1,898
purU_4~~~purU_3,886
puuA_2~~~puuA_1,1542
puuB_1,1401
puuB_1~~~puuB_4,1291
puuB_6,1281
puuE,1269
puuR_1,549
puuR_2,567
pycA,3459
pyrB,942
pyrC_2,1044
pyrC_2~~~pyrC_1,1294
pyrD,1089
pyrE_2~~~pyrE_1,702
pyrF,699
pyrH,723
qmcA,999
qorA_1~~~qorA_2,978
qorB,888
qseB,669
qseC,1353
queA,1083
queC,711
queD,357
queE,738
queF,498
radA,1404
rafR,1071
ramA,777
ramB,1413
rarD,942
ratA,450
rbfA,405
rbn,831
rbsA_1,1512
rbsA_10,1551
rbsA_11,1554
rbsA_13,786
rbsA_14,1485
rbsA_2,1494
rbsA_5,1527
rbsA_7,1545
rbsA_8,1527
rbsA_9,1455
rbsB_1,891
rbsB_2,951
rbsB_3,942
rbsB_4,991
rbsB_5,951
rbsB_6,990
rbsB_7,948
rbsC_1,963
rbsC_10,1002
rbsC_11,993
rbsC_12,999
rbsC_13,957
rbsC_14,981
rbsC_14~~~rbsC_16,996
rbsC_15,1047
rbsC_17,948
rbsC_18,987
rbsC_19,987
rbsC_2,1005
rbsC_20,1044
rbsC_21,978
rbsC_22,975
rbsC_23,993
rbsC_25,1050
rbsC_4,1026
rbsC_5,1011
rbsC_6,957
rbsC_7,987
rbsC_8,1029
rbsC_9,1065
rbsK,921
rbsR_1,1038
rbsR_1~~~ccpA_6~~~ccpA_1,1098
rbsR_3,1023
rclA,1377
rclR_1,990
rcsC_1,3381
rcsC_10,1596
rcsC_10~~~rcsC_5,1563
rcsC_11,1740
rcsC_11~~~rcsC_4,2754
rcsC_12,3507
rcsC_14~~~rcsC_13,2541
rcsC_2,924
rcsC_3,2244
rcsC_4~~~rcsC_13,2221
rcsC_7,825
rcsC_8,1536
rcsC_9~~~rcsC_8,2395
rebD,1113
recD2_1,3309
recD2_2~~~recD2_1,3309
recF_4,1125
recG,2181
recJ,1803
recN,1764
recO,787
recQ,1851
recR,606
regA~~~rssB_1,807
regB,1302
rfbB,1071
rfbC_1,564
rfbC_1~~~rfbC_2,429
rfbD_1~~~rmlD~~~rfbD,904
rfbE,1122
rfnT,1227
rfuC_3,1134
rfuD_1,921
rfuD_2,972
rgtA_1~~~rgtA_2,1639
rgtA_2,1483
rgtE,1020
rhaM_2,315
rhaM_2~~~rhaM_1,330
rhaR_1~~~rhaR_4,909
rhaR_2~~~rhaR_5,750
rhaR_3,906
rhaR_6~~~rhaR_1,936
rhaR_7~~~rhaS_1,882
rhaS_1~~~rclR_2,1338
rhaS_3,957
rhaS_3~~~rhaS_2,1027
rhaS_5,909
rhaS_6,858
rhaS_7,1032
rhaS_8,942
rhlE_1,1497
rhlE_2,1500
rho,1440
rhtB_1,633
rhtB_2,612
rhtB_4,636
rhtC_1,639
rhtC_3,645
ribBA,1101
ribE,621
ribF,984
ribH1,462
ribH2,474
ribN_1,912
ribN_2~~~ribN_1,954
ribN_3,909
ribN_4,888
ribN_5,882
ribX,870
ridA~~~rutC_3~~~rutC_1~~~rutC_2,381
rihA_4,945
rihB,954
rihB_1~~~rihA_4~~~rihA_1~~~rihB_2,925
rimI,504
rimM,660
rimP,618
rip3~~~rip3_2,1122
rkpK,1314
rlmB_2,828
rlmD,1263
rlmE,738
rlmH,705
rlmJ,945
rlmL,1158
rlmN,1242
rlpA_1~~~rlpA_2,1041
rlpA_2,375
rluB,783
rluC,993
rluD,1032
rmlA,909
rna,772
rnc,718
rnd_1,1152
rnd_2,627
rnhA,462
rnj,1668
rnk,408
rnpA,399
rnr,2371
ropA_1,1059
ropA_2,1038
ros_2~~~ros_1,450
ros_3~~~ros_2,447
ros_5,432
rpaR_1,834
rpaR_2,798
rpe_1,687
rpe_2,681
rph,720
rpiA,697
rpiB,447
rplA,699
rplB,837
rplC,687
rplD,621
rplE,558
rplF,534
rplI,576
rplK,429
rplL,378
rplM,465
rplN,369
rplO,471
rplP,414
rplQ,426
rplR,364
rplU,375
rplV,390
rplW,294
rplX,312
rplY,624
rpmA,270
rpmB,291
rpmC,201
rpmD,204
rpmE,222
rpmF,186
rpmG,168
rpmI,204
rpmJ,126
rpoA,1011
rpoB,4143
rpoH_2,906
rpoN2,1542
rpoZ,408
rppH,528
rpsA,1707
rpsB,768
rpsC,714
rpsD,619
rpsE,570
rpsF,438
rpsG,471
rpsH,399
rpsI,468
rpsJ,309
rpsK,390
rpsL,372
rpsM,369
rpsN,306
rpsO,270
rpsP,375
rpsQ,237
rpsR,249
rpsS,279
rpsT,267
rpsU_1,237
rpsU_2,216
rraA,714
rsfS,501
rsh,2226
rsmA,825
rsmB_1,1290
rsmB_2,1413
rsmC,1017
rsmD,615
rsmE,744
rsmG,642
rsmH,1110
rsmI,963
rspR_1,705
rspR_2,711
rspR_4,678
rspR_5,696
rspR_7~~~rspR_3,881
rspR_8,663
rspR_9,708
rssA,1395
rssB_1,438
rutB_2,651
rutB_4,547
rutC_3,381
rutE,597
rutR,642
ruvA,618
ruvC,513
sasA_10,1482
sasA_4,1500
sasA_4~~~sasA_12,1440
sasA_5~~~sasA_2,1833
sasA_8~~~dctB_1,1821
sasA_8~~~sasA_4~~~sasA_5~~~sasA_11,1738
sbmA,1263
sbp_1,1026
scpA,819
scpB_2,729
scrK_1,960
scrK_2,927
sctC_1,1401
sctC_2,1575
sdaA,1401
sdh,729
sdhA,1842
sdhB,780
sdhC,393
sdpR,324
secB,507
secDF,2535
secE,201
secY,1341
selO,1755
serA_2,1596
serA_2~~~serA_1,976
serC,1179
serS,1284
sfnC,1188
sfsA,720
sgrR_1,1488
sgrR_2,1509
sgrR_4,1629
siaM_2,1407
siaM_3~~~siaM_1,1281
siaM_4,1302
siaM_4~~~siaM_3,1315
siaP_2,975
siaP_3,978
siaP_3~~~siaP_1,1188
siaP_4,1011
siaQ~~~siaT_1,519
siaT_2,1278
siaT_3,1791
siaT_4,1869
sigJ,858
sigR_2,516
slyA_2,480
slyA_3,453
slyX,210
smc,3738
smpB,480
sodB,603
sodC,519
sotB,1173
soxA_1,1245
soxA_2,2994
soxB_1,1251
soxB_2,1255
soxD_1,279
soxD_2,342
soxR,486
sphX,1035
spuC_2,1377
spuD,1095
spuE,1101
srlR,786
sseA,865
sspA,687
ssuB_2,804
ssuB_2~~~ssuB_1,771
ssuC_1,846
ssuC_4,804
sucA,3018
sucB_2,1248
sucC,1197
sucD,903
sufB,1470
sufC,756
sufD,1278
sufE,423
sugA_1,894
sugA_2,948
sugA_3,987
sugA_4,924
sugA_6,921
sugB_1,873
sugB_2,831
sugB_3,858
sugB_4,834
sugB_5,861
sugC_2,1077
sugC_3~~~sugC_1,900
suhB_2,801
suhB_2~~~suhB_1,861
suhB_4,801
surA,999
surE,771
sutR_1,582
sutR_3,579
sxy,318
syrM1_2,933
syrM1_2~~~syrM1_1,987
tadA,450
tadA_2~~~ribD,1198
tag,636
takP,1107
tal,654
tam_1,735
tam_2,774
tas,1044
tatA,207
tatB,669
tauA,1020
tauB,813
tauR,1476
tctD,678
tcyA,774
tcyB_1,660
tcyB_5,660
tcyC,762
tdcB,1005
tdh_3~~~adhD,1126
tetA,1266
tgnB_1,1041
tgnC_1,1464
tgt,1131
thcD,1242
thiB,1029
thiC,1833
thiD,801
thiE_1,606
thiE_2,654
thiG_1,774
thiO,1174
thiQ,708
thlA,1191
thpA,930
thpR,588
thrB,981
thrS,1983
thyA,795
tig,1476
tilS,1362
tktA_1,2088
tktA_2,1983
tldD,1416
tlpA,675
tlyA,756
tme,2286
tmk,705
tmpC,993
todT_2~~~todT_1~~~tmoT_1,402
todT_3~~~todT_2~~~tmoT_3~~~todT_1,660
tolB,1305
tolQ_1,978
tolQ_2,720
tpiA,771
tqsA_2,1131
tqsA_2~~~tqsA_1,1029
traC_1~~~traC,961
traM,324
traR,825
trkA,1377
trkI_2,1455
trkI_2~~~trkI_1,1455
trmB,699
trmD,723
trmFO,1444
trmJ,831
trmL,462
trpA,840
trpB,1221
trpC,819
trpD,1014
trpS,1065
truA,744
truB,933
trxB_2,906
tsaD,1098
tsf,924
ttcA,882
ttgG,1209
ttr,522
ttuD_1,1269
ttuD_3,1272
ttuE,1440
tufA_1,1176
tusA,237
typA,1827
tyrB,1170
tyrC,927
tyrS,1254
uacT_2,1485
uacT_3~~~uacT_1,1392
ubiA,960
ubiB,1575
ubiD_2~~~ubiD_1,1374
ubiE,777
ubiG,747
ubiJ,507
ubiK,291
ubiL_2,1215
ubiX,633
ucpA_1,780
ucpA_1~~~ucpA_2,781
uctC_1,1184
uctC_2,1194
udh,786
ugpA,882
ugpB,1296
ugpC_1,1083
ugpC_11,1119
ugpC_12,1011
ugpC_13,1113
ugpC_2,1068
ugpC_3,1065
ugpC_3~~~ugpC_13~~~btuD_3,1179
ugpC_4,1029
ugpC_4~~~ugpC_6~~~ugpC_12~~~ugpC_15,1170
ugpC_5,1050
ugpC_7,1110
ugpC_9,1086
ulaR_1~~~glpR_1,912
ulaR_2~~~ulaR,814
ung,727
upp,630
uppP,807
ureA,303
ureB1,306
ureD,834
ureE1,465
ureF,673
ureG,765
uspF,423
uvrC,2025
uxaA,1506
uxaC,1410
uxuA,1209
vapB,141
vapC~~~vapC_2,141
vat~~~dapH,616
vibB,681
virB3_1,327
virB4_1,2370
virB4_2,2454
virB5,684
virB9_1,882
virD4,1569
waaA,1320
walR,684
wbiB,1107
wbpA,1398
wcaJ,1563
xdh,1149
xerC_12,1033
xerD_3,942
xfp,243
xlnD,1170
xpkA,2463
xsc,1776
xseA,1581
xseB,252
xthA_1,774
xthA_2,792
xthA_3,807
xylA,1311
xylB_2,771
xylB_3,1509
xylB_4,1455
xylB_5,1503
xylB_6,1434
xylB_7,1530
xylB_8,1548
xylF,1038
xylG_1,1536
xylG_2,1593
xylH_1,1215
xylH_2,1335
xynB,1659
xynR_1,720
xynR_2,858
yabJ_1,390
yabJ_2,384
yabJ_4,345
yadG,927
yadH,762
yahB,924
yajC,333
yajO_2,1050
yajO_4,951
yajO_5,1035
ybaA~~~ybaA_2,354
ybaB,354
ybaK,474
ybaN,378
ybeY,570
ybgC,444
ybhL,834
ybhN_2,948
ybhN_2~~~ybhN_1,942
ybhR,1113
ybhS,1155
ycaC_2~~~ycaC_1,690
ycaD_1,1167
ycaD_2,1185
ycaD_3,1236
ycaD_4,1290
ycaD_5,1266
ycaD_6,1302
ycbX,853
yccU,435
yceF,600
yceJ,627
ycf3,888
ychF,1104
yciB,633
yciC_1,1065
yciC_2,969
yciC_3,1110
yciE,507
yciF,492
yciI,294
ycjG,984
ycjO_1,882
ycjO_2,906
ycjO_4,906
ycjO_7,861
ycjP_1,858
ycjP_2,900
ycnE,297
ydaD,858
ydaP~~~ydaP_2,1818
ydcO,1236
ydcS,1161
ydcV_1,780
ydcV_2,792
ydcV_3,831
ydcV_5,819
ydcV_6,816
ydcV_7,822
yddG,891
ydfG,780
ydhP,1194
ydiK_2,1089
ydiK_2~~~ydiK_1,1146
ydiK_3,1176
ydjA,588
ydjH_1,936
ydjH_3,993
ydjP,864
yecD,669
yecS_1,666
yecS_2,654
yecS_3,660
yedA,906
yedA_1,906
yedK,831
yeeZ,876
yegS,927
yehW,741
yehX,939
yehY,1200
yehZ,918
yejB,1083
yejE,1132
yejF_1~~~yejF_2,1603
yejF_2,1671
yejF_3,1629
yesO_2,1287
yfcA_2,747
yfcG_2,708
yfdE,1161
yffB,351
yfhA_1,1044
yfhA_2,1032
yfiC,772
yfiH,795
yfiY,951
yfiZ,1023
yfiZ_2~~~hmuU_2,1008
yflN,891
ygaZ_1,717
ygeA,720
ygfZ,849
ygiS,1581
yhbO_1,675
yhbO_2,588
yhbU,978
yhdE,708
yhdN_1,996
yhdN_2,996
yhdW_1,1032
yhdW_2,1026
yhdW_3,1011
yhdY_1,1131
yhdY_3~~~yhdY_2,1155
yhfA,432
yhfQ,999
yhgF,2307
yhhQ,639
yhjE_1,1341
yhjE_2,1311
yhjQ,333
yiaD,684
yiaM,534
yidC,1791
yidD,330
yieH_1,696
yieH_2,669
yigZ,663
yihS,1197
yijE,945
yitJ,1014
yjfF,969
yjgH,423
yjhB,885
yjiA_2,990
yjiA_3,1149
yjiE,942
yjlD,1269
yjmC_1,1047
yjmC_2,1005
yjmC_3,1071
yliI_2,1191
ymdB,825
ynfE~~~dmsA,2134
ynjB,1413
ynjF,618
yofA,846
yohF,778
yphB,882
yqeY,450
yqfL,822
yqjF_1,435
yqjF_2,438
yqjG,993
yrdA,531
yrrK,498
yteT_1,1167
yteT_2,1290
ytfQ,963
ytfQ_1~~~purR_4~~~purR_1,1458
ytfT,1026
yusV~~~fecE_1,762
yvgN,847
ywnA,459
yxeN,825
yyaP,660
zapE,1230
zntR,426
znuB,828
znuC,906
zupT,780
zur,399
zwf,1476
