gradient,population,site,year,yday,dayl_s,prcp_mm_day,srad_w_m_2,swe_kg_m_2,tmax_deg_c,tmin_deg_c,vp_pa,ydate,ymonth,latitude_dec,longitude_dec,elevation_m
urbanization,suburban,src,2022,293,38540.11,0,322.43,0,15.44,3.1,763.16,2022-10-20T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,294,38391.1,0,350.14,0,18.18,2.59,735.75,2022-10-21T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,295,38243.05,0,352.93,0,20.24,3.21,768.62,2022-10-22T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,296,38096.01,8.77,206.07,0,17.19,6.82,989.27,2022-10-23T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,297,37950.02,5.5,97.99,0,15.72,11.4,1346.89,2022-10-24T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,298,37805.11,0.7,162.5,0,19.96,14.32,1631.41,2022-10-25T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,299,37661.34,0.89,135.41,0,19.05,14.48,1648.32,2022-10-26T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,300,37518.75,0,230.62,0,17.59,9.44,1181.91,2022-10-27T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,301,37377.39,0,256.23,0,14.53,5.36,894.04,2022-10-28T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,302,37237.29,0,297.59,0,15.72,3.71,796.34,2022-10-29T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,303,37098.52,0,318.84,0,17.74,2.87,750.79,2022-10-30T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,304,36961.11,4.2,219.05,0,17.71,4.93,867.52,2022-10-31T00:00:00Z,10,39.9,-75.34,36.82
urbanization,suburban,src,2022,305,36825.12,0.4,252.93,0,21.85,10.98,1310.65,2022-11-01T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,306,36690.59,0,256.2,0,20.99,9.64,1198.3,2022-11-02T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,307,36557.58,0,292.77,0,20.73,5.89,927.49,2022-11-03T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,308,36426.14,0,289.44,0,22.25,6.87,992.63,2022-11-04T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,309,36296.32,0,269.98,0,25.11,10.84,1298.31,2022-11-05T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,310,36168.17,0,166.69,0,24.14,16.64,1893.43,2022-11-06T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,311,36041.75,0,222.64,0,25.07,14.19,1617.33,2022-11-07T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,312,35917.11,0,223.14,0,16.86,6.89,993.86,2022-11-08T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,313,35794.31,0,237.67,0,13.62,3.01,757.95,2022-11-09T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,314,35673.39,0,290.34,0,20.35,3.49,784.11,2022-11-10T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,315,35554.42,21.65,165.06,0,21.21,10.79,1293.92,2022-11-11T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,316,35437.44,0,167.09,0,21.08,13.58,1554.54,2022-11-12T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,317,35322.53,0,209.05,0,14.13,4.89,865.45,2022-11-13T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,318,35209.72,0,184.17,0,7.99,0.48,632.37,2022-11-14T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,319,35099.09,30.11,157.46,0,8.03,-0.86,573.37,2022-11-15T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,320,34990.67,0.32,199.88,0,10.75,2.23,717.3,2022-11-16T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,321,34884.54,0,150.16,0,6.88,0.9,652.06,2022-11-17T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,322,34780.75,0,194.76,0,6.9,-1.24,557.64,2022-11-18T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,323,34679.35,0,199.48,0,5.79,-2.55,506.13,2022-11-19T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,324,34580.4,0,146.96,0,2.33,-3.29,479.31,2022-11-20T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,325,34483.96,0,250.05,0,6.33,-5.39,408.83,2022-11-21T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,326,34390.08,0,268.55,0,11.94,-2.97,490.85,2022-11-22T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,327,34298.81,0,264.05,0,13.93,-1.33,554.05,2022-11-23T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,328,34210.21,0,254.47,0,13.63,-0.76,577.57,2022-11-24T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,329,34124.34,0.92,228.89,0,13.89,1.83,697.08,2022-11-25T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,330,34041.24,0,214.98,0,13.58,2.53,732.44,2022-11-26T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,331,33960.97,9.33,170.63,0,16.2,3.5,784.94,2022-11-27T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,332,33883.58,0,186.22,0,12.99,3.83,803.39,2022-11-28T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,333,33809.12,0,203.22,0,9.69,-0.38,593.83,2022-11-29T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,334,33737.63,12.2,164.05,0,13.42,1.7,690.42,2022-11-30T00:00:00Z,11,39.9,-75.34,36.82
urbanization,suburban,src,2022,335,33669.17,0,169.83,0,6.84,-1.03,566.46,2022-12-01T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,336,33603.78,0,233.44,0,8.88,-4.13,449.98,2022-12-02T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,337,33541.5,10.78,163.43,0,14.26,2.3,720.97,2022-12-03T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,338,33482.38,0,172.55,0,6.71,-1.3,555.53,2022-12-04T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,339,33426.46,0,236.24,0,8.87,-4.54,436.06,2022-12-05T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,340,33373.77,22.34,176.37,0,12.67,-1.41,550.72,2022-12-06T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,341,33324.36,0,97.11,0,12.79,8.35,1098.1,2022-12-07T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,342,33278.26,0,119.84,0,12.12,6.64,976.66,2022-12-08T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,343,33235.5,0,173.59,0,7.91,-0.27,598.68,2022-12-09T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,344,33196.12,0,189.49,0,6.3,-2.67,501.84,2022-12-10T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,345,33160.14,2.79,75.19,0,5.15,0.97,655.03,2022-12-11T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,346,33127.58,0,138.59,0,5.46,-0.5,588.89,2022-12-12T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,347,33098.48,0,195.53,0,4.65,-4.58,434.77,2022-12-13T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,348,33072.86,0,190.79,0,4.61,-4.35,442.39,2022-12-14T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,349,33050.73,44.83,142.63,0,7.77,-1.34,553.78,2022-12-15T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,350,33032.11,3.13,91,0,7.97,2.73,743.41,2022-12-16T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,351,33017.02,0,129.52,0,6.76,1.16,664.41,2022-12-17T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,352,33005.47,0,115.76,0,4.15,-0.69,580.92,2022-12-18T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,353,32997.45,0,126.54,0,2.66,-2.6,504.57,2022-12-19T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,354,32993,0,179.75,0,4.57,-3.57,469.12,2022-12-20T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,355,32992.09,0,209.24,0,4.96,-5.27,412.58,2022-12-21T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,356,32994.74,24.02,182.71,0,12.55,-3.1,485.97,2022-12-22T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,357,33000.95,8.79,215.27,8.79,11.81,-8.68,317.17,2022-12-23T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,358,33010.7,0,179.42,8.79,-8.14,-14.83,193.42,2022-12-24T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,359,33023.99,0,220.69,8.79,-2.66,-11.53,253.07,2022-12-25T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,360,33040.82,0,229.25,8.79,-1.45,-10.84,267.53,2022-12-26T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,361,33061.17,0,221.51,8.79,2.84,-6.08,388.04,2022-12-27T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,362,33085.01,0,270.05,8.44,8.83,-5.17,415.81,2022-12-28T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,363,33112.35,0,273.47,7.42,11.59,-3.57,469.22,2022-12-29T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,364,33143.14,0,277.69,5.65,15.16,-1.79,535.69,2022-12-30T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,src,2022,365,33177.38,8.12,161.06,1.94,12.21,2.84,748.86,2022-12-31T00:00:00Z,12,39.9,-75.34,36.82
urbanization,suburban,fp,2022,1,33215.21,17.61,73.23,0,13.14,9.02,1148.78,2022-01-01T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,2,33256.27,0.81,212.18,0,15.86,5,871.91,2022-01-02T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,3,33300.69,0,151.69,0,2.48,-3.73,463.74,2022-01-03T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,4,33348.44,0,202.19,0,1.41,-7.53,346.86,2022-01-04T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,5,33399.48,0,231.98,0,6.73,-4.91,424.25,2022-01-05T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,6,33453.77,5.24,103.53,0,4.13,-1.39,551.63,2022-01-06T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,7,33511.28,0,135.82,0,-0.03,-5.33,410.73,2022-01-07T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,8,33571.98,0,199.96,0,0.25,-8.27,327.67,2022-01-08T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,9,33635.8,5.3,165.9,0,4.73,-5.35,410.08,2022-01-09T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,10,33702.72,0,178.13,0,2.82,-4.42,440.23,2022-01-10T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,11,33772.69,0,147.4,0,-3.65,-9.26,303.09,2022-01-11T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,12,33845.65,0,258.74,0,4.85,-8.73,315.89,2022-01-12T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,13,33921.57,0,254.53,0,8.42,-4.69,431.43,2022-01-13T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,14,34000.4,0,245.68,0,7.39,-4.38,441.53,2022-01-14T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,15,34082.08,0,165.72,0,-4.53,-10.74,269.59,2022-01-15T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,16,34166.56,29.84,244.36,29.84,6.19,-13.05,223.83,2022-01-16T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,17,34253.79,15.22,213.68,29.28,7.06,-4.65,432.49,2022-01-17T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,18,34343.71,0,208.09,28.03,3.99,-3.03,488.43,2022-01-18T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,19,34436.28,7.22,228.65,27.25,9.48,-4.14,449.41,2022-01-19T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,20,34531.44,4.46,213.03,26.91,5.89,-5.18,415.39,2022-01-20T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,21,34629.13,0,194.13,26.91,-3.82,-9.95,287,2022-01-21T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,22,34729.3,0,294.19,26.91,-0.79,-11.91,245.42,2022-01-22T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,23,34831.9,0,306.17,26.91,3.09,-9.04,308.41,2022-01-23T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,24,34936.86,0,252.43,26.81,2.7,-5.77,397.13,2022-01-24T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,25,35044.12,0,278.72,26,5.85,-4.06,452.11,2022-01-25T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,26,35153.65,0,224.92,26,-1.43,-8.44,323.29,2022-01-26T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,27,35265.36,0,315.01,26,0.53,-11.28,258.18,2022-01-27T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,28,35379.22,6.22,141.32,25.46,0.89,-4.71,430.59,2022-01-28T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,29,35495.16,8.27,178.34,33.73,-2.72,-9.9,288.15,2022-01-29T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,30,35613.14,0,294.8,33.73,-3.52,-13.16,221.82,2022-01-30T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,31,35733.08,0,312.43,33.73,0.67,-10.19,281.59,2022-01-31T00:00:00Z,1,39.9,-75.37,51.02
urbanization,suburban,fp,2022,32,35854.94,0,333.06,33.73,3.4,-8.99,309.63,2022-02-01T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,33,35978.66,0,335.13,33.6,7.1,-5.69,399.69,2022-02-02T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,34,36104.19,11.38,228.62,31,10.97,0.18,618.75,2022-02-03T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,35,36231.48,14.37,251.68,28.62,12.75,-0.32,596.61,2022-02-04T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,36,36360.46,0,226.47,28.62,-0.14,-6.83,366.28,2022-02-05T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,37,36491.09,0,327.06,28.62,1.73,-9.63,294.44,2022-02-06T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,38,36623.31,1.2,219.62,27.62,2.82,-3.62,467.45,2022-02-07T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,39,36757.08,0,267.48,26.23,5.46,-2.69,500.92,2022-02-08T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,40,36892.34,0,370.18,25.69,10.28,-4.73,429.96,2022-02-09T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,41,37029.04,0,367.26,24.01,13.11,-1.99,527.93,2022-02-10T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,42,37167.13,0,380.31,22.2,15.13,-1.69,539.66,2022-02-11T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,43,37306.56,0,324.42,18.45,14.39,2.91,752.87,2022-02-12T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,44,37447.29,4.16,184.58,17.24,4.14,-3.1,486.01,2022-02-13T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,45,37589.27,0,229.21,17.24,-2.64,-9.1,307.06,2022-02-14T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,46,37732.45,0,343.62,17.24,0.38,-10.43,276.27,2022-02-15T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,47,37876.79,0,407.77,17.24,10.37,-6.76,368.11,2022-02-16T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,48,38022.24,6,296.91,13.89,19.13,1.97,704.12,2022-02-17T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,49,38168.76,0,377.32,10.88,15.3,1.17,664.57,2022-02-18T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,50,38316.31,0,365.46,10.75,6.54,-5.7,399.32,2022-02-19T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,51,38464.83,0,363.6,10.75,3.65,-8.31,326.53,2022-02-20T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,52,38614.3,0,429.65,10.28,15.22,-4.89,424.89,2022-02-21T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,53,38764.67,2.97,300.19,7.43,16.75,0.79,646.77,2022-02-22T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,54,38915.91,0,402.05,3.23,20.99,4.01,813.6,2022-02-23T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,55,39067.96,11.25,132.8,1.28,3.56,-1.36,552.78,2022-02-24T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,56,39220.8,13.45,218.61,0,8.8,-1.31,554.88,2022-02-25T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,57,39374.39,0,241.95,0,4.58,-3.09,486.36,2022-02-26T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,58,39528.7,0,354.02,0,9.42,-4.18,448.12,2022-02-27T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,59,39683.67,0,237.71,0,5.16,-2.37,513.12,2022-02-28T00:00:00Z,2,39.9,-75.37,51.02
urbanization,suburban,fp,2022,60,39839.29,0,349.69,0,10.44,-2.62,503.71,2022-03-01T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,61,39995.52,0,329.95,0,12.97,1.08,660.21,2022-03-02T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,62,40152.32,0,298.78,0,8.96,-0.94,570.22,2022-03-03T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,63,40309.66,0,332.7,0,4.05,-7.08,359.27,2022-03-04T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,64,40467.5,0,386.1,0,10.98,-3.96,455.75,2022-03-05T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,65,40625.83,2.1,303.94,0,20.44,2.21,716.2,2022-03-06T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,66,40784.6,1.51,368.44,0,23.54,8.35,1097.93,2022-03-07T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,67,40943.78,0,202.41,0,9.61,3.45,782.26,2022-03-08T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,68,41103.35,9.99,90.84,0,5.02,1.63,686.78,2022-03-09T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,69,41263.27,0,346.02,0,10.26,-1.37,552.29,2022-03-10T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,70,41423.52,0,397.84,0,13.98,-1.01,567.34,2022-03-11T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,71,41584.07,12.19,277.96,0,8.2,-4.26,445.59,2022-03-12T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,72,41744.89,0,324.37,0,3.05,-6.69,370.17,2022-03-13T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,73,41905.94,0,435.88,0,14.56,-3.08,486.91,2022-03-14T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,74,42067.21,0,438.09,0,19.8,0.85,649.47,2022-03-15T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,75,42228.67,2.18,313.36,0,20.78,3.76,799.31,2022-03-16T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,76,42390.29,2.94,156.93,0,13.81,7.51,1036.75,2022-03-17T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,77,42552.04,0,386.23,0,22.75,8.46,1106.29,2022-03-18T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,78,42713.89,2.88,280.1,0,23.34,9.98,1226.03,2022-03-19T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,79,42875.82,0,237.93,0,15.07,8.16,1084.28,2022-03-20T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,80,43037.81,0,381.94,0,17.28,4.7,853.89,2022-03-21T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,81,43199.82,0,355.95,0,15.78,4.72,854.98,2022-03-22T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,82,43361.84,11.09,186.56,0,11.51,4.81,860.32,2022-03-23T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,83,43523.82,8.24,97.77,0,8.66,5.52,904.32,2022-03-24T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,84,43685.76,0,328.2,0,14.45,5.63,911.07,2022-03-25T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,85,43847.61,0,269.39,0,11.71,4.87,864.21,2022-03-26T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,86,44009.36,0,281.91,0,6.67,-0.25,599.48,2022-03-27T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,87,44170.98,0,282.25,0,2.41,-4.36,442.14,2022-03-28T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,88,44332.43,0,399.63,0,5.69,-4.89,424.73,2022-03-29T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,89,44493.7,0,453.13,0,9.77,-3.82,460.38,2022-03-30T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,90,44654.76,4.74,347.17,0,20.53,4.93,867.92,2022-03-31T00:00:00Z,3,39.9,-75.37,51.02
urbanization,suburban,fp,2022,91,44815.58,3.13,273.88,0,16.22,6.42,962.41,2022-04-01T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,92,44976.13,0,366.13,0,12.41,2.92,753.36,2022-04-02T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,93,45136.38,1.87,347.47,0,12.4,3.65,793.18,2022-04-03T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,94,45296.3,0,382.36,0,12.08,2.35,723.26,2022-04-04T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,95,45455.87,18.27,303.09,0,13.9,3.51,785.16,2022-04-05T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,96,45615.06,11.29,187.27,0,12.85,7.31,1022.99,2022-04-06T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,97,45773.83,50.98,180.15,0,12.64,7.38,1027.64,2022-04-07T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,98,45932.15,7.47,315.75,0,16.81,5.8,921.74,2022-04-08T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,99,46090,5.1,244.93,0,13.35,5.89,927.49,2022-04-09T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,100,46247.34,0,295.11,0,10.3,3.97,811.14,2022-04-10T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,101,46404.14,0,500.58,0,16.15,1.41,676.06,2022-04-11T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,102,46560.37,0,498.94,0,22.62,6.64,977.14,2022-04-12T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,103,46715.99,0,489.3,0,26.54,10.55,1273.01,2022-04-13T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,104,46870.97,5,352.74,0,28.06,13.36,1532.11,2022-04-14T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,105,47025.27,0,481.11,0,20.69,7.21,1016.13,2022-04-15T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,106,47178.86,2.49,357.9,0,23.09,9.25,1167,2022-04-16T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,107,47331.7,0,395.07,0,13.37,4.41,836.48,2022-04-17T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,108,47483.76,44.13,315.21,0,9.34,-0.09,606.84,2022-04-18T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,109,47635,1.22,362.89,0,10.64,2.89,751.41,2022-04-19T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,110,47785.37,0,477.76,0,14.77,2.77,745.35,2022-04-20T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,111,47934.84,0,489.09,0,17.26,4.41,836.77,2022-04-21T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,112,48083.37,0,494.15,0,20.88,7.02,1002.72,2022-04-22T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,113,48230.92,0,356.41,0,17.77,9.64,1198.25,2022-04-23T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,114,48377.44,0,472.57,0,21.78,8.87,1137.5,2022-04-24T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,115,48522.89,0,381.77,0,16.85,7.97,1069.87,2022-04-25T00:00:00Z,4,39.9,-75.37,51.02
urbanization,suburban,fp,2022,116,48667.23,1.16,390.06,0,20.35,10.9,1303.05,2022-04-26T00:00:00Z,4,39.9,-75.37,51.02
